,samples,RT
234,MAI5081A619,D3
235,MAI5081A620,D3
236,MAI5081A621,D3
237,MAI5081A622,D3
238,MAI5081A623,D3
239,MAI5081A624,D3
240,MAI5081A625,D3
241,MAI5081A626,D3
242,MAI5081A627,D3
243,MAI5081A628,D3
244,MAI5081A629,D3
245,MAI5081A630,D3
246,MAI5081A631,D3
247,MAI5081A632,D3
248,MAI5081A633,D3
249,MAI5081A634,D3
250,MAI5081A635,D3
251,MAI5081A636,D3
252,MAI5081A637,D3
253,MAI5081A638,D3
254,MAI5081A639,D3
255,MAI5081A640,D3
256,MAI5081A641,D3
257,MAI5081A642,D3
258,MAI5081A643,D3
259,MAI5081A644,D3
260,MAI5081A645,D3
261,MAI5081A646,D3
262,MAI5081A647,D3
263,MAI5081A648,D3
264,MAI5081A649,D3
265,MAI5081A650,D3
266,MAI5081A651,D3
267,MAI5081A652,D3
268,MAI5081A653,D3
269,MAI5081A654,D3
270,MAI5081A655,D3
271,MAI5081A656,D3
272,MAI5081A657,D3
273,MAI5081A658,D3
274,MAI5081A659,D3
275,MAI5081A660,D3
276,MAI5081A661,D3
277,MAI5081A662,D3
278,MAI5081A663,D3
279,MAI5081A664,D3
280,MAI5081A665,D3
281,MAI5081A666,D3
282,MAI5081A667,D3
283,MAI5081A668,D3
284,MAI5081A669,D3
285,MAI5081A670,D3
286,MAI5081A671,D3
287,MAI5081A672,D3
288,MAI5081A673,D3
289,MAI5081A674,D3
290,MAI5081A675,D3
291,MAI5081A676,D3
292,MAI5081A677,D3
293,MAI5081A678,D3
294,MAI5081A679,D3
295,MAI5081A680,D3
296,MAI5081A681,D3
297,MAI5081A682,D3
298,MAI5081A683,D3
299,MAI5081A684,D3
300,MAI5081A685,D3
301,MAI5081A686,D3
302,MAI5081A687,D3
303,MAI5081A688,D3
304,MAI5081A689,D3
305,MAI5081A690,D3
306,MAI5081A691,D3
307,MAI5081A692,D3
308,MAI5081A693,D3
309,MAI5081A694,D3
310,MAI5081A695,D3
311,MAI5081A696,D3
312,MAI5081A697,D3
313,MAI5081A698,D3
314,MAI5081A699,D3
315,MAI5081A700,D3
316,MAI5081A701,D3
317,MAI5081A702,D3
318,MAI5081A703,D3
319,MAI5081A704,D3
320,MAI5081A705,D3
321,MAI5081A706,D3
322,MAI5081A707,D3
323,MAI5081A708,D3
324,MAI5081A709,D3
325,MAI5081A710,D3
326,MAI5081A711,D3
327,MAI5081A712,D3
328,MAI5081A713,D3
329,MAI5081A714,D3
330,MAI5081A715,D3
331,MAI5081A716,D3
332,MAI5081A717,D3
333,MAI5081A718,D3
334,MAI5081A719,D3
335,MAI5081A720,D3
336,MAI5081A721,D3
337,MAI5081A722,D3
338,MAI5081A723,D3
339,MAI5081A724,D3
340,MAI5081A725,D3
341,MAI5081A726,D3
342,MAI5081A727,D3
343,MAI5081A728,D3
344,MAI5081A729,D3
345,MAI5081A730,D3
346,MAI5081A731,D3
347,MAI5081A732,D3
348,MAI5081A733,D3
349,MAI5081A734,D3
350,MAI5081A735,D3
351,MAI5081A736,D3
352,MAI5081A737,D3
353,MAI5081A738,D3
354,MAI5081A739,D3
355,MAI5081A740,D3
356,MAI5081A741,D3
357,MAI5081A742,D3
358,MAI5081A743,D3
359,MAI5081A744,D3
360,MAI5081A745,D3
361,MAI5081A746,D3
362,MAI5081A747,D3
363,MAI5081A748,D3
364,MAI5081A749,D3
365,MAI5081A750,D3
366,MAI5081A751,D3
367,MAI5081A752,D3
368,MAI5081A753,D3
369,MAI5081A754,D3
370,MAI5081A755,D3
371,MAI5081A756,D3
372,MAI5081A757,D3
373,MAI5081A758,D3
374,MAI5081A759,D3
375,MAI5081A760,D3
376,MAI5081A761,D3
377,MAI5081A762,D3
378,MAI5081A763,D3
379,MAI5081A764,D3
380,MAI5081A765,D3
381,MAI5081A766,D3
382,MAI5081A767,D3
383,MAI5081A768,D3
384,MAI5081A385,D4
385,MAI5081A386,D4
386,MAI5081A387,D4
387,MAI5081A388,D4
388,MAI5081A389,D4
389,MAI5081A390,D4
390,MAI5081A391,D4
391,MAI5081A392,D4
392,MAI5081A393,D4
393,MAI5081A394,D4
394,MAI5081A395,D4
395,MAI5081A396,D4
396,MAI5081A397,D4
397,MAI5081A398,D4
398,MAI5081A399,D4
399,MAI5081A400,D4
400,MAI5081A401,D4
401,MAI5081A402,D4
402,MAI5081A403,D4
403,MAI5081A404,D4
404,MAI5081A405,D4
405,MAI5081A406,D4
406,MAI5081A407,D4
407,MAI5081A408,D4
408,MAI5081A409,D4
409,MAI5081A410,D4
410,MAI5081A411,D4
411,MAI5081A412,D4
412,MAI5081A413,D4
413,MAI5081A414,D4
414,MAI5081A415,D4
415,MAI5081A416,D4
416,MAI5081A417,D4
417,MAI5081A418,D4
418,MAI5081A419,D4
419,MAI5081A420,D4
420,MAI5081A421,D4
421,MAI5081A422,D4
422,MAI5081A423,D4
423,MAI5081A424,D4
424,MAI5081A425,D4
425,MAI5081A426,D4
426,MAI5081A427,D4
427,MAI5081A428,D4
428,MAI5081A429,D4
429,MAI5081A430,D4
430,MAI5081A431,D4
431,MAI5081A432,D4
432,MAI5081A433,D4
433,MAI5081A434,D4
434,MAI5081A435,D4
435,MAI5081A436,D4
436,MAI5081A437,D4
437,MAI5081A438,D4
438,MAI5081A439,D4
439,MAI5081A440,D4
440,MAI5081A441,D4
441,MAI5081A442,D4
442,MAI5081A443,D4
443,MAI5081A444,D4
444,MAI5081A445,D4
445,MAI5081A446,D4
446,MAI5081A447,D4
447,MAI5081A448,D4
448,MAI5081A449,D4
449,MAI5081A450,D4
450,MAI5081A451,D4
451,MAI5081A452,D4
452,MAI5081A453,D4
453,MAI5081A454,D4
454,MAI5081A455,D4
455,MAI5081A456,D4
456,MAI5081A457,D4
457,MAI5081A458,D4
458,MAI5081A459,D4
459,MAI5081A460,D4
460,MAI5081A461,D4
461,MAI5081A462,D4
462,MAI5081A463,D4
463,MAI5081A464,D4
464,MAI5081A465,D4
465,MAI5081A466,D4
466,MAI5081A467,D4
467,MAI5081A468,D4
468,MAI5081A469,D4
469,MAI5081A470,D4
470,MAI5081A471,D4
471,MAI5081A472,D4
472,MAI5081A473,D4
473,MAI5081A474,D4
474,MAI5081A475,D4
475,MAI5081A476,D4
476,MAI5081A477,D4
477,MAI5081A478,D4
478,MAI5081A479,D4
479,MAI5081A480,D4
480,MAI5081A481,D4
481,MAI5081A482,D4
482,MAI5081A483,D4
483,MAI5081A484,D4
484,MAI5081A485,D4
485,MAI5081A486,D4
486,MAI5081A487,D4
487,MAI5081A488,D4
488,MAI5081A489,D4
489,MAI5081A490,D4
490,MAI5081A491,D4
491,MAI5081A492,D4
492,MAI5081A493,D4
493,MAI5081A494,D4
494,MAI5081A495,D4
495,MAI5081A496,D4
496,MAI5081A497,D4
497,MAI5081A498,D4
498,MAI5081A499,D4
499,MAI5081A500,D4
500,MAI5081A501,D4
501,MAI5081A502,D4
502,MAI5081A503,D4
503,MAI5081A504,D4
504,MAI5081A505,D4
505,MAI5081A506,D4
506,MAI5081A507,D4
507,MAI5081A508,D4
508,MAI5081A509,D4
509,MAI5081A510,D4
510,MAI5081A511,D4
511,MAI5081A512,D4
512,MAI5081A513,D4
513,MAI5081A514,D4
514,MAI5081A515,D4
515,MAI5081A516,D4
516,MAI5081A517,D4
517,MAI5081A518,D4
518,MAI5081A519,D4
519,MAI5081A520,D4
520,MAI5081A521,D4
521,MAI5081A522,D4
522,MAI5081A523,D4
523,MAI5081A524,D4
524,MAI5081A525,D4
525,MAI5081A526,D4
526,MAI5081A527,D4
527,MAI5081A528,D4
528,MAI5081A529,D4
529,MAI5081A530,D4
530,MAI5081A531,D4
531,MAI5081A532,D4
532,MAI5081A533,D4
533,MAI5081A534,D4
534,MAI5081A535,D4
535,MAI5081A536,D4
536,MAI5081A537,D4
537,MAI5081A538,D4
538,MAI5081A539,D4
539,MAI5081A540,D4
540,MAI5081A541,D4
541,MAI5081A542,D4
542,MAI5081A543,D4
543,MAI5081A544,D4
544,MAI5081A545,D4
545,MAI5081A546,D4
546,MAI5081A547,D4
547,MAI5081A548,D4
548,MAI5081A549,D4
549,MAI5081A550,D4
550,MAI5081A551,D4
551,MAI5081A552,D4
552,MAI5081A553,D4
553,MAI5081A554,D4
554,MAI5081A555,D4
555,MAI5081A556,D4
556,MAI5081A557,D4
557,MAI5081A558,D4
558,MAI5081A559,D4
559,MAI5081A560,D4
560,MAI5081A561,D4
561,MAI5081A562,D4
562,MAI5081A563,D4
563,MAI5081A564,D4
564,MAI5081A565,D4
565,MAI5081A566,D4
566,MAI5081A567,D4
567,MAI5081A568,D4
568,MAI5081A569,D4
569,MAI5081A570,D4
570,MAI5081A571,D4
571,MAI5081A572,D4
572,MAI5081A573,D4
573,MAI5081A574,D4
574,MAI5081A575,D4
575,MAI5081A576,D4
576,MAI5081A577,D4
577,MAI5081A578,D4
578,MAI5081A579,D4
579,MAI5081A580,D4
580,MAI5081A581,D4
581,MAI5081A582,D4
582,MAI5081A583,D4
583,MAI5081A584,D4
584,MAI5081A585,D4
585,MAI5081A586,D4
586,MAI5081A587,D4
587,MAI5081A588,D4
588,MAI5081A589,D4
589,MAI5081A590,D4
590,MAI5081A591,D4
591,MAI5081A592,D4
592,MAI5081A593,D4
593,MAI5081A594,D4
594,MAI5081A595,D4
595,MAI5081A596,D4
596,MAI5081A597,D4
597,MAI5081A598,D4
598,MAI5081A599,D4
599,MAI5081A600,D4
600,MAI5081A601,D4
601,MAI5081A602,D4
602,MAI5081A603,D4
603,MAI5081A604,D4
604,MAI5081A605,D4
605,MAI5081A606,D4
606,MAI5081A607,D4
607,MAI5081A608,D4
608,MAI5081A609,D4
609,MAI5081A610,D4
610,MAI5081A611,D4
611,MAI5081A612,D4
612,MAI5081A613,D4
613,MAI5081A614,D4
614,MAI5081A615,D4
615,MAI5081A616,D4
616,MAI5081A617,D4
617,MAI5081A618,D4
618,MAI5081A619,D4
619,MAI5081A620,D4
620,MAI5081A621,D4
621,MAI5081A622,D4
622,MAI5081A623,D4
623,MAI5081A624,D4
624,MAI5081A625,D4
625,MAI5081A626,D4
626,MAI5081A627,D4
627,MAI5081A628,D4
628,MAI5081A629,D4
629,MAI5081A630,D4
630,MAI5081A631,D4
631,MAI5081A632,D4
632,MAI5081A633,D4
633,MAI5081A634,D4
634,MAI5081A635,D4
635,MAI5081A636,D4
636,MAI5081A637,D4
637,MAI5081A638,D4
638,MAI5081A639,D4
639,MAI5081A640,D4
640,MAI5081A641,D4
641,MAI5081A642,D4
642,MAI5081A643,D4
643,MAI5081A644,D4
644,MAI5081A645,D4
645,MAI5081A646,D4
646,MAI5081A647,D4
647,MAI5081A648,D4
648,MAI5081A649,D4
649,MAI5081A650,D4
650,MAI5081A651,D4
651,MAI5081A652,D4
652,MAI5081A653,D4
653,MAI5081A654,D4
654,MAI5081A655,D4
655,MAI5081A656,D4
656,MAI5081A657,D4
657,MAI5081A658,D4
658,MAI5081A659,D4
659,MAI5081A660,D4
660,MAI5081A661,D4
661,MAI5081A662,D4
662,MAI5081A663,D4
663,MAI5081A664,D4
664,MAI5081A665,D4
665,MAI5081A666,D4
666,MAI5081A667,D4
667,MAI5081A668,D4
668,MAI5081A669,D4
669,MAI5081A670,D4
670,MAI5081A671,D4
671,MAI5081A672,D4
672,MAI5081A673,D4
673,MAI5081A674,D4
674,MAI5081A675,D4
675,MAI5081A676,D4
676,MAI5081A677,D4
677,MAI5081A678,D4
678,MAI5081A679,D4
679,MAI5081A680,D4
680,MAI5081A681,D4
681,MAI5081A682,D4
682,MAI5081A683,D4
683,MAI5081A684,D4
684,MAI5081A685,D4
685,MAI5081A686,D4
686,MAI5081A687,D4
687,MAI5081A688,D4
688,MAI5081A689,D4
689,MAI5081A690,D4
690,MAI5081A691,D4
691,MAI5081A692,D4
692,MAI5081A693,D4
693,MAI5081A694,D4
694,MAI5081A695,D4
695,MAI5081A696,D4
696,MAI5081A697,D4
697,MAI5081A698,D4
698,MAI5081A699,D4
699,MAI5081A700,D4
700,MAI5081A701,D4
701,MAI5081A702,D4
702,MAI5081A703,D4
703,MAI5081A704,D4
704,MAI5081A705,D4
705,MAI5081A706,D4
706,MAI5081A707,D4
707,MAI5081A708,D4
708,MAI5081A709,D4
709,MAI5081A710,D4
710,MAI5081A711,D4
711,MAI5081A712,D4
712,MAI5081A713,D4
713,MAI5081A714,D4
714,MAI5081A715,D4
715,MAI5081A716,D4
716,MAI5081A717,D4
717,MAI5081A718,D4
718,MAI5081A719,D4
719,MAI5081A720,D4
720,MAI5081A721,D4
721,MAI5081A722,D4
722,MAI5081A723,D4
723,MAI5081A724,D4
724,MAI5081A725,D4
725,MAI5081A726,D4
726,MAI5081A727,D4
727,MAI5081A728,D4
728,MAI5081A729,D4
729,MAI5081A730,D4
730,MAI5081A731,D4
731,MAI5081A732,D4
732,MAI5081A733,D4
733,MAI5081A734,D4
734,MAI5081A735,D4
735,MAI5081A736,D4
736,MAI5081A737,D4
737,MAI5081A738,D4
738,MAI5081A739,D4
739,MAI5081A740,D4
740,MAI5081A741,D4
741,MAI5081A742,D4
742,MAI5081A743,D4
743,MAI5081A744,D4
744,MAI5081A745,D4
745,MAI5081A746,D4
746,MAI5081A747,D4
747,MAI5081A748,D4
748,MAI5081A749,D4
749,MAI5081A750,D4
750,MAI5081A751,D4
751,MAI5081A752,D4
752,MAI5081A753,D4
753,MAI5081A754,D4
754,MAI5081A755,D4
755,MAI5081A756,D4
756,MAI5081A757,D4
757,MAI5081A758,D4
758,MAI5081A759,D4
759,MAI5081A760,D4
760,MAI5081A761,D4
761,MAI5081A762,D4
762,MAI5081A763,D4
763,MAI5081A764,D4
764,MAI5081A765,D4
765,MAI5081A766,D4
766,MAI5081A767,D4
767,MAI5081A768,D4
768,MAI5081A385,D5
769,MAI5081A386,D5
770,MAI5081A387,D5
771,MAI5081A388,D5
772,MAI5081A389,D5
773,MAI5081A390,D5
774,MAI5081A391,D5
775,MAI5081A392,D5
776,MAI5081A393,D5
777,MAI5081A394,D5
778,MAI5081A395,D5
779,MAI5081A396,D5
780,MAI5081A397,D5
781,MAI5081A398,D5
782,MAI5081A399,D5
783,MAI5081A400,D5
784,MAI5081A401,D5
785,MAI5081A402,D5
786,MAI5081A403,D5
787,MAI5081A404,D5
788,MAI5081A405,D5
789,MAI5081A406,D5
790,MAI5081A407,D5
791,MAI5081A408,D5
792,MAI5081A409,D5
793,MAI5081A410,D5
794,MAI5081A411,D5
795,MAI5081A412,D5
796,MAI5081A413,D5
797,MAI5081A414,D5
798,MAI5081A415,D5
799,MAI5081A416,D5
800,MAI5081A417,D5
801,MAI5081A418,D5
802,MAI5081A419,D5
803,MAI5081A420,D5
804,MAI5081A421,D5
805,MAI5081A422,D5
806,MAI5081A423,D5
807,MAI5081A424,D5
808,MAI5081A425,D5
809,MAI5081A426,D5
810,MAI5081A427,D5
811,MAI5081A428,D5
812,MAI5081A429,D5
813,MAI5081A430,D5
814,MAI5081A431,D5
815,MAI5081A432,D5
816,MAI5081A433,D5
817,MAI5081A434,D5
818,MAI5081A435,D5
819,MAI5081A436,D5
820,MAI5081A437,D5
821,MAI5081A438,D5
822,MAI5081A439,D5
823,MAI5081A440,D5
824,MAI5081A441,D5
825,MAI5081A442,D5
826,MAI5081A443,D5
827,MAI5081A444,D5
828,MAI5081A445,D5
829,MAI5081A446,D5
830,MAI5081A447,D5
831,MAI5081A448,D5
832,MAI5081A449,D5
833,MAI5081A450,D5
834,MAI5081A451,D5
835,MAI5081A452,D5
836,MAI5081A453,D5
837,MAI5081A454,D5
838,MAI5081A455,D5
839,MAI5081A456,D5
840,MAI5081A457,D5
841,MAI5081A458,D5
842,MAI5081A459,D5
843,MAI5081A460,D5
844,MAI5081A461,D5
845,MAI5081A462,D5
846,MAI5081A463,D5
847,MAI5081A464,D5
848,MAI5081A465,D5
849,MAI5081A466,D5
850,MAI5081A467,D5
851,MAI5081A468,D5
852,MAI5081A469,D5
853,MAI5081A470,D5
854,MAI5081A471,D5
855,MAI5081A472,D5
856,MAI5081A473,D5
857,MAI5081A474,D5
858,MAI5081A475,D5
859,MAI5081A476,D5
860,MAI5081A477,D5
861,MAI5081A478,D5
862,MAI5081A479,D5
863,MAI5081A480,D5
864,MAI5081A481,D5
865,MAI5081A482,D5
866,MAI5081A483,D5
867,MAI5081A484,D5
868,MAI5081A485,D5
869,MAI5081A486,D5
870,MAI5081A487,D5
871,MAI5081A488,D5
872,MAI5081A489,D5
873,MAI5081A490,D5
874,MAI5081A491,D5
875,MAI5081A492,D5
876,MAI5081A493,D5
877,MAI5081A494,D5
878,MAI5081A495,D5
879,MAI5081A496,D5
880,MAI5081A497,D5
881,MAI5081A498,D5
882,MAI5081A499,D5
883,MAI5081A500,D5
884,MAI5081A501,D5
885,MAI5081A502,D5
886,MAI5081A503,D5
887,MAI5081A504,D5
888,MAI5081A505,D5
889,MAI5081A506,D5
890,MAI5081A507,D5
891,MAI5081A508,D5
892,MAI5081A509,D5
893,MAI5081A510,D5
894,MAI5081A511,D5
895,MAI5081A512,D5
896,MAI5081A513,D5
897,MAI5081A514,D5
898,MAI5081A515,D5
899,MAI5081A516,D5
900,MAI5081A517,D5
901,MAI5081A518,D5
902,MAI5081A519,D5
903,MAI5081A520,D5
904,MAI5081A521,D5
905,MAI5081A522,D5
906,MAI5081A523,D5
907,MAI5081A524,D5
908,MAI5081A525,D5
909,MAI5081A526,D5
910,MAI5081A527,D5
911,MAI5081A528,D5
912,MAI5081A529,D5
913,MAI5081A530,D5
914,MAI5081A531,D5
915,MAI5081A532,D5
916,MAI5081A533,D5
917,MAI5081A534,D5
918,MAI5081A535,D5
919,MAI5081A536,D5
920,MAI5081A537,D5
921,MAI5081A538,D5
922,MAI5081A539,D5
923,MAI5081A540,D5
924,MAI5081A541,D5
925,MAI5081A542,D5
926,MAI5081A543,D5
927,MAI5081A544,D5
928,MAI5081A545,D5
929,MAI5081A546,D5
930,MAI5081A547,D5
931,MAI5081A548,D5
932,MAI5081A549,D5
933,MAI5081A550,D5
934,MAI5081A551,D5
935,MAI5081A552,D5
936,MAI5081A553,D5
937,MAI5081A554,D5
938,MAI5081A555,D5
939,MAI5081A556,D5
940,MAI5081A557,D5
941,MAI5081A558,D5
942,MAI5081A559,D5
943,MAI5081A560,D5
944,MAI5081A561,D5
945,MAI5081A562,D5
946,MAI5081A563,D5
947,MAI5081A564,D5
948,MAI5081A565,D5
949,MAI5081A566,D5
950,MAI5081A567,D5
951,MAI5081A568,D5
952,MAI5081A569,D5
953,MAI5081A570,D5
954,MAI5081A571,D5
955,MAI5081A572,D5
956,MAI5081A573,D5
957,MAI5081A574,D5
958,MAI5081A575,D5
959,MAI5081A576,D5
960,MAI5081A577,D5
961,MAI5081A578,D5
962,MAI5081A579,D5
963,MAI5081A580,D5
964,MAI5081A581,D5
965,MAI5081A582,D5
966,MAI5081A583,D5
967,MAI5081A584,D5
968,MAI5081A585,D5
969,MAI5081A586,D5
970,MAI5081A587,D5
971,MAI5081A588,D5
972,MAI5081A589,D5
973,MAI5081A590,D5
974,MAI5081A591,D5
975,MAI5081A592,D5
976,MAI5081A593,D5
977,MAI5081A594,D5
978,MAI5081A595,D5
979,MAI5081A596,D5
980,MAI5081A597,D5
981,MAI5081A598,D5
982,MAI5081A599,D5
983,MAI5081A600,D5
984,MAI5081A601,D5
985,MAI5081A602,D5
986,MAI5081A603,D5
987,MAI5081A604,D5
988,MAI5081A605,D5
989,MAI5081A606,D5
990,MAI5081A607,D5
991,MAI5081A608,D5
992,MAI5081A609,D5
993,MAI5081A610,D5
994,MAI5081A611,D5
995,MAI5081A612,D5
996,MAI5081A613,D5
997,MAI5081A614,D5
998,MAI5081A615,D5
999,MAI5081A616,D5
1000,MAI5081A617,D5
1001,MAI5081A618,D5
1002,MAI5081A619,D5
1003,MAI5081A620,D5
1004,MAI5081A621,D5
1005,MAI5081A622,D5
1006,MAI5081A623,D5
1007,MAI5081A624,D5
1008,MAI5081A625,D5
1009,MAI5081A626,D5
1010,MAI5081A627,D5
1011,MAI5081A628,D5
1012,MAI5081A629,D5
1013,MAI5081A630,D5
1014,MAI5081A631,D5
1015,MAI5081A632,D5
1016,MAI5081A633,D5
1017,MAI5081A634,D5
1018,MAI5081A635,D5
1019,MAI5081A636,D5
1020,MAI5081A637,D5
1021,MAI5081A638,D5
1022,MAI5081A639,D5
1023,MAI5081A640,D5
1024,MAI5081A641,D5
1025,MAI5081A642,D5
1026,MAI5081A643,D5
1027,MAI5081A644,D5
1028,MAI5081A645,D5
1029,MAI5081A646,D5
1030,MAI5081A647,D5
1031,MAI5081A648,D5
1032,MAI5081A649,D5
1033,MAI5081A650,D5
1034,MAI5081A651,D5
1035,MAI5081A652,D5
1036,MAI5081A653,D5
1037,MAI5081A654,D5
1038,MAI5081A655,D5
1039,MAI5081A656,D5
1040,MAI5081A657,D5
1041,MAI5081A658,D5
1042,MAI5081A659,D5
1043,MAI5081A660,D5
1044,MAI5081A661,D5
1045,MAI5081A662,D5
1046,MAI5081A663,D5
1047,MAI5081A664,D5
1048,MAI5081A665,D5
1049,MAI5081A666,D5
1050,MAI5081A667,D5
1051,MAI5081A668,D5
1052,MAI5081A669,D5
1053,MAI5081A670,D5
1054,MAI5081A671,D5
1055,MAI5081A672,D5
1056,MAI5081A673,D5
1057,MAI5081A674,D5
1058,MAI5081A675,D5
1059,MAI5081A676,D5
1060,MAI5081A677,D5
1061,MAI5081A678,D5
1062,MAI5081A679,D5
1063,MAI5081A680,D5
1064,MAI5081A681,D5
1065,MAI5081A682,D5
1066,MAI5081A683,D5
1067,MAI5081A684,D5
1068,MAI5081A685,D5
1069,MAI5081A686,D5
