,samples,RT
1070,MAI5081A687,D5
1071,MAI5081A688,D5
1072,MAI5081A689,D5
1073,MAI5081A690,D5
1074,MAI5081A691,D5
1075,MAI5081A692,D5
1076,MAI5081A693,D5
1077,MAI5081A694,D5
1078,MAI5081A695,D5
1079,MAI5081A696,D5
1080,MAI5081A697,D5
1081,MAI5081A698,D5
1082,MAI5081A699,D5
1083,MAI5081A700,D5
1084,MAI5081A701,D5
1085,MAI5081A702,D5
1086,MAI5081A703,D5
1087,MAI5081A704,D5
1088,MAI5081A705,D5
1089,MAI5081A706,D5
1090,MAI5081A707,D5
1091,MAI5081A708,D5
1092,MAI5081A709,D5
1093,MAI5081A710,D5
1094,MAI5081A711,D5
1095,MAI5081A712,D5
1096,MAI5081A713,D5
1097,MAI5081A714,D5
1098,MAI5081A715,D5
1099,MAI5081A716,D5
1100,MAI5081A717,D5
1101,MAI5081A718,D5
1102,MAI5081A719,D5
1103,MAI5081A720,D5
1104,MAI5081A721,D5
1105,MAI5081A722,D5
1106,MAI5081A723,D5
1107,MAI5081A724,D5
1108,MAI5081A725,D5
1109,MAI5081A726,D5
1110,MAI5081A727,D5
1111,MAI5081A728,D5
1112,MAI5081A729,D5
1113,MAI5081A730,D5
1114,MAI5081A731,D5
1115,MAI5081A732,D5
1116,MAI5081A733,D5
1117,MAI5081A734,D5
1118,MAI5081A735,D5
1119,MAI5081A736,D5
1120,MAI5081A737,D5
1121,MAI5081A738,D5
1122,MAI5081A739,D5
1123,MAI5081A740,D5
1124,MAI5081A741,D5
1125,MAI5081A742,D5
1126,MAI5081A743,D5
1127,MAI5081A744,D5
1128,MAI5081A745,D5
1129,MAI5081A746,D5
1130,MAI5081A747,D5
1131,MAI5081A748,D5
1132,MAI5081A749,D5
1133,MAI5081A750,D5
1134,MAI5081A751,D5
1135,MAI5081A752,D5
1136,MAI5081A753,D5
1137,MAI5081A754,D5
1138,MAI5081A755,D5
1139,MAI5081A756,D5
1140,MAI5081A757,D5
1141,MAI5081A758,D5
1142,MAI5081A759,D5
1143,MAI5081A760,D5
1144,MAI5081A761,D5
1145,MAI5081A762,D5
1146,MAI5081A763,D5
1147,MAI5081A764,D5
1148,MAI5081A765,D5
1149,MAI5081A766,D5
1150,MAI5081A767,D5
1151,MAI5081A768,D5
1152,MAI5081A385,D6
1153,MAI5081A386,D6
1154,MAI5081A387,D6
1155,MAI5081A388,D6
1156,MAI5081A389,D6
1157,MAI5081A390,D6
1158,MAI5081A391,D6
1159,MAI5081A392,D6
1160,MAI5081A393,D6
1161,MAI5081A394,D6
1162,MAI5081A395,D6
1163,MAI5081A396,D6
1164,MAI5081A397,D6
1165,MAI5081A398,D6
1166,MAI5081A399,D6
1167,MAI5081A400,D6
1168,MAI5081A401,D6
1169,MAI5081A402,D6
1170,MAI5081A403,D6
1171,MAI5081A404,D6
1172,MAI5081A405,D6
1173,MAI5081A406,D6
1174,MAI5081A407,D6
1175,MAI5081A408,D6
1176,MAI5081A409,D6
1177,MAI5081A410,D6
1178,MAI5081A411,D6
1179,MAI5081A412,D6
1180,MAI5081A413,D6
1181,MAI5081A414,D6
1182,MAI5081A415,D6
1183,MAI5081A416,D6
1184,MAI5081A417,D6
1185,MAI5081A418,D6
1186,MAI5081A419,D6
1187,MAI5081A420,D6
1188,MAI5081A421,D6
1189,MAI5081A422,D6
1190,MAI5081A423,D6
1191,MAI5081A424,D6
1192,MAI5081A425,D6
1193,MAI5081A426,D6
1194,MAI5081A427,D6
1195,MAI5081A428,D6
1196,MAI5081A429,D6
1197,MAI5081A430,D6
1198,MAI5081A431,D6
1199,MAI5081A432,D6
1200,MAI5081A433,D6
1201,MAI5081A434,D6
1202,MAI5081A435,D6
1203,MAI5081A436,D6
1204,MAI5081A437,D6
1205,MAI5081A438,D6
1206,MAI5081A439,D6
1207,MAI5081A440,D6
1208,MAI5081A441,D6
1209,MAI5081A442,D6
1210,MAI5081A443,D6
1211,MAI5081A444,D6
1212,MAI5081A445,D6
1213,MAI5081A446,D6
1214,MAI5081A447,D6
1215,MAI5081A448,D6
1216,MAI5081A449,D6
1217,MAI5081A450,D6
1218,MAI5081A451,D6
1219,MAI5081A452,D6
1220,MAI5081A453,D6
1221,MAI5081A454,D6
1222,MAI5081A455,D6
1223,MAI5081A456,D6
1224,MAI5081A457,D6
1225,MAI5081A458,D6
1226,MAI5081A459,D6
1227,MAI5081A460,D6
1228,MAI5081A461,D6
1229,MAI5081A462,D6
1230,MAI5081A463,D6
1231,MAI5081A464,D6
1232,MAI5081A465,D6
1233,MAI5081A466,D6
1234,MAI5081A467,D6
1235,MAI5081A468,D6
1236,MAI5081A469,D6
1237,MAI5081A470,D6
1238,MAI5081A471,D6
1239,MAI5081A472,D6
1240,MAI5081A473,D6
1241,MAI5081A474,D6
1242,MAI5081A475,D6
1243,MAI5081A476,D6
1244,MAI5081A477,D6
1245,MAI5081A478,D6
1246,MAI5081A479,D6
1247,MAI5081A480,D6
1248,MAI5081A481,D6
1249,MAI5081A482,D6
1250,MAI5081A483,D6
1251,MAI5081A484,D6
1252,MAI5081A485,D6
1253,MAI5081A486,D6
1254,MAI5081A487,D6
1255,MAI5081A488,D6
1256,MAI5081A489,D6
1257,MAI5081A490,D6
1258,MAI5081A491,D6
1259,MAI5081A492,D6
1260,MAI5081A493,D6
1261,MAI5081A494,D6
1262,MAI5081A495,D6
1263,MAI5081A496,D6
1264,MAI5081A497,D6
1265,MAI5081A498,D6
1266,MAI5081A499,D6
1267,MAI5081A500,D6
1268,MAI5081A501,D6
1269,MAI5081A502,D6
1270,MAI5081A503,D6
1271,MAI5081A504,D6
1272,MAI5081A505,D6
1273,MAI5081A506,D6
1274,MAI5081A507,D6
1275,MAI5081A508,D6
1276,MAI5081A509,D6
1277,MAI5081A510,D6
1278,MAI5081A511,D6
1279,MAI5081A512,D6
1280,MAI5081A513,D6
1281,MAI5081A514,D6
1282,MAI5081A515,D6
1283,MAI5081A516,D6
1284,MAI5081A517,D6
1285,MAI5081A518,D6
1286,MAI5081A519,D6
1287,MAI5081A520,D6
1288,MAI5081A521,D6
1289,MAI5081A522,D6
1290,MAI5081A523,D6
1291,MAI5081A524,D6
1292,MAI5081A525,D6
1293,MAI5081A526,D6
1294,MAI5081A527,D6
1295,MAI5081A528,D6
1296,MAI5081A529,D6
1297,MAI5081A530,D6
1298,MAI5081A531,D6
1299,MAI5081A532,D6
1300,MAI5081A533,D6
1301,MAI5081A534,D6
1302,MAI5081A535,D6
1303,MAI5081A536,D6
1304,MAI5081A537,D6
1305,MAI5081A538,D6
1306,MAI5081A539,D6
1307,MAI5081A540,D6
1308,MAI5081A541,D6
1309,MAI5081A542,D6
1310,MAI5081A543,D6
1311,MAI5081A544,D6
1312,MAI5081A545,D6
1313,MAI5081A546,D6
1314,MAI5081A547,D6
1315,MAI5081A548,D6
1316,MAI5081A549,D6
1317,MAI5081A550,D6
1318,MAI5081A551,D6
1319,MAI5081A552,D6
1320,MAI5081A553,D6
1321,MAI5081A554,D6
1322,MAI5081A555,D6
1323,MAI5081A556,D6
1324,MAI5081A557,D6
1325,MAI5081A558,D6
1326,MAI5081A559,D6
1327,MAI5081A560,D6
1328,MAI5081A561,D6
1329,MAI5081A562,D6
1330,MAI5081A563,D6
1331,MAI5081A564,D6
1332,MAI5081A565,D6
1333,MAI5081A566,D6
1334,MAI5081A567,D6
1335,MAI5081A568,D6
1336,MAI5081A569,D6
1337,MAI5081A570,D6
1338,MAI5081A571,D6
1339,MAI5081A572,D6
1340,MAI5081A573,D6
1341,MAI5081A574,D6
1342,MAI5081A575,D6
1343,MAI5081A576,D6
1344,MAI5081A577,D6
1345,MAI5081A578,D6
1346,MAI5081A579,D6
1347,MAI5081A580,D6
1348,MAI5081A581,D6
1349,MAI5081A582,D6
1350,MAI5081A583,D6
1351,MAI5081A584,D6
1352,MAI5081A585,D6
1353,MAI5081A586,D6
1354,MAI5081A587,D6
1355,MAI5081A588,D6
1356,MAI5081A589,D6
1357,MAI5081A590,D6
1358,MAI5081A591,D6
1359,MAI5081A592,D6
1360,MAI5081A593,D6
1361,MAI5081A594,D6
1362,MAI5081A595,D6
1363,MAI5081A596,D6
1364,MAI5081A597,D6
1365,MAI5081A598,D6
1366,MAI5081A599,D6
1367,MAI5081A600,D6
1368,MAI5081A601,D6
1369,MAI5081A602,D6
1370,MAI5081A603,D6
1371,MAI5081A604,D6
1372,MAI5081A605,D6
1373,MAI5081A606,D6
1374,MAI5081A607,D6
1375,MAI5081A608,D6
1376,MAI5081A609,D6
1377,MAI5081A610,D6
1378,MAI5081A611,D6
1379,MAI5081A612,D6
1380,MAI5081A613,D6
1381,MAI5081A614,D6
1382,MAI5081A615,D6
1383,MAI5081A616,D6
1384,MAI5081A617,D6
1385,MAI5081A618,D6
1386,MAI5081A619,D6
1387,MAI5081A620,D6
1388,MAI5081A621,D6
1389,MAI5081A622,D6
1390,MAI5081A623,D6
1391,MAI5081A624,D6
1392,MAI5081A625,D6
1393,MAI5081A626,D6
1394,MAI5081A627,D6
1395,MAI5081A628,D6
1396,MAI5081A629,D6
1397,MAI5081A630,D6
1398,MAI5081A631,D6
1399,MAI5081A632,D6
1400,MAI5081A633,D6
1401,MAI5081A634,D6
1402,MAI5081A635,D6
1403,MAI5081A636,D6
1404,MAI5081A637,D6
1405,MAI5081A638,D6
1406,MAI5081A639,D6
1407,MAI5081A640,D6
1408,MAI5081A641,D6
1409,MAI5081A642,D6
1410,MAI5081A643,D6
1411,MAI5081A644,D6
1412,MAI5081A645,D6
1413,MAI5081A646,D6
1414,MAI5081A647,D6
1415,MAI5081A648,D6
1416,MAI5081A649,D6
1417,MAI5081A650,D6
1418,MAI5081A651,D6
1419,MAI5081A652,D6
1420,MAI5081A653,D6
1421,MAI5081A654,D6
1422,MAI5081A655,D6
1423,MAI5081A656,D6
1424,MAI5081A657,D6
1425,MAI5081A658,D6
1426,MAI5081A659,D6
1427,MAI5081A660,D6
1428,MAI5081A661,D6
1429,MAI5081A662,D6
1430,MAI5081A663,D6
1431,MAI5081A664,D6
1432,MAI5081A665,D6
1433,MAI5081A666,D6
1434,MAI5081A667,D6
1435,MAI5081A668,D6
1436,MAI5081A669,D6
1437,MAI5081A670,D6
1438,MAI5081A671,D6
1439,MAI5081A672,D6
1440,MAI5081A673,D6
1441,MAI5081A674,D6
1442,MAI5081A675,D6
1443,MAI5081A676,D6
1444,MAI5081A677,D6
1445,MAI5081A678,D6
1446,MAI5081A679,D6
1447,MAI5081A680,D6
1448,MAI5081A681,D6
1449,MAI5081A682,D6
1450,MAI5081A683,D6
1451,MAI5081A684,D6
1452,MAI5081A685,D6
1453,MAI5081A686,D6
1454,MAI5081A687,D6
1455,MAI5081A688,D6
1456,MAI5081A689,D6
1457,MAI5081A690,D6
1458,MAI5081A691,D6
1459,MAI5081A692,D6
1460,MAI5081A693,D6
1461,MAI5081A694,D6
1462,MAI5081A695,D6
1463,MAI5081A696,D6
1464,MAI5081A697,D6
1465,MAI5081A698,D6
1466,MAI5081A699,D6
1467,MAI5081A700,D6
1468,MAI5081A701,D6
1469,MAI5081A702,D6
1470,MAI5081A703,D6
1471,MAI5081A704,D6
1472,MAI5081A705,D6
1473,MAI5081A706,D6
1474,MAI5081A707,D6
1475,MAI5081A708,D6
1476,MAI5081A709,D6
1477,MAI5081A710,D6
1478,MAI5081A711,D6
1479,MAI5081A712,D6
1480,MAI5081A713,D6
1481,MAI5081A714,D6
1482,MAI5081A715,D6
1483,MAI5081A716,D6
1484,MAI5081A717,D6
1485,MAI5081A718,D6
1486,MAI5081A719,D6
1487,MAI5081A720,D6
1488,MAI5081A721,D6
1489,MAI5081A722,D6
1490,MAI5081A723,D6
1491,MAI5081A724,D6
1492,MAI5081A725,D6
1493,MAI5081A726,D6
1494,MAI5081A727,D6
1495,MAI5081A728,D6
1496,MAI5081A729,D6
1497,MAI5081A730,D6
1498,MAI5081A731,D6
1499,MAI5081A732,D6
1500,MAI5081A733,D6
1501,MAI5081A734,D6
1502,MAI5081A735,D6
1503,MAI5081A736,D6
1504,MAI5081A737,D6
1505,MAI5081A738,D6
1506,MAI5081A739,D6
1507,MAI5081A740,D6
1508,MAI5081A741,D6
1509,MAI5081A742,D6
1510,MAI5081A743,D6
1511,MAI5081A744,D6
1512,MAI5081A745,D6
1513,MAI5081A746,D6
1514,MAI5081A747,D6
1515,MAI5081A748,D6
1516,MAI5081A749,D6
1517,MAI5081A750,D6
1518,MAI5081A751,D6
1519,MAI5081A752,D6
1520,MAI5081A753,D6
1521,MAI5081A754,D6
1522,MAI5081A755,D6
1523,MAI5081A756,D6
1524,MAI5081A757,D6
1525,MAI5081A758,D6
1526,MAI5081A759,D6
1527,MAI5081A760,D6
1528,MAI5081A761,D6
1529,MAI5081A762,D6
1530,MAI5081A763,D6
1531,MAI5081A764,D6
1532,MAI5081A765,D6
1533,MAI5081A766,D6
1534,MAI5081A767,D6
1535,MAI5081A768,D6
1536,MAI5081A385,D7
1537,MAI5081A386,D7
1538,MAI5081A387,D7
1539,MAI5081A388,D7
1540,MAI5081A389,D7
1541,MAI5081A390,D7
1542,MAI5081A391,D7
1543,MAI5081A392,D7
1544,MAI5081A393,D7
1545,MAI5081A394,D7
1546,MAI5081A395,D7
1547,MAI5081A396,D7
1548,MAI5081A397,D7
1549,MAI5081A398,D7
1550,MAI5081A399,D7
1551,MAI5081A400,D7
1552,MAI5081A401,D7
1553,MAI5081A402,D7
1554,MAI5081A403,D7
1555,MAI5081A404,D7
1556,MAI5081A405,D7
1557,MAI5081A406,D7
1558,MAI5081A407,D7
1559,MAI5081A408,D7
1560,MAI5081A409,D7
1561,MAI5081A410,D7
1562,MAI5081A411,D7
1563,MAI5081A412,D7
1564,MAI5081A413,D7
1565,MAI5081A414,D7
1566,MAI5081A415,D7
1567,MAI5081A416,D7
1568,MAI5081A417,D7
1569,MAI5081A418,D7
1570,MAI5081A419,D7
1571,MAI5081A420,D7
1572,MAI5081A421,D7
1573,MAI5081A422,D7
1574,MAI5081A423,D7
1575,MAI5081A424,D7
1576,MAI5081A425,D7
1577,MAI5081A426,D7
1578,MAI5081A427,D7
1579,MAI5081A428,D7
1580,MAI5081A429,D7
1581,MAI5081A430,D7
1582,MAI5081A431,D7
1583,MAI5081A432,D7
1584,MAI5081A433,D7
1585,MAI5081A434,D7
1586,MAI5081A435,D7
1587,MAI5081A436,D7
1588,MAI5081A437,D7
1589,MAI5081A438,D7
1590,MAI5081A439,D7
1591,MAI5081A440,D7
1592,MAI5081A441,D7
1593,MAI5081A442,D7
1594,MAI5081A443,D7
1595,MAI5081A444,D7
1596,MAI5081A445,D7
1597,MAI5081A446,D7
1598,MAI5081A447,D7
1599,MAI5081A448,D7
1600,MAI5081A449,D7
1601,MAI5081A450,D7
1602,MAI5081A451,D7
1603,MAI5081A452,D7
1604,MAI5081A453,D7
1605,MAI5081A454,D7
1606,MAI5081A455,D7
1607,MAI5081A456,D7
1608,MAI5081A457,D7
1609,MAI5081A458,D7
1610,MAI5081A459,D7
1611,MAI5081A460,D7
1612,MAI5081A461,D7
1613,MAI5081A462,D7
1614,MAI5081A463,D7
1615,MAI5081A464,D7
1616,MAI5081A465,D7
1617,MAI5081A466,D7
1618,MAI5081A467,D7
1619,MAI5081A468,D7
1620,MAI5081A469,D7
1621,MAI5081A470,D7
1622,MAI5081A471,D7
1623,MAI5081A472,D7
1624,MAI5081A473,D7
1625,MAI5081A474,D7
1626,MAI5081A475,D7
1627,MAI5081A476,D7
1628,MAI5081A477,D7
1629,MAI5081A478,D7
1630,MAI5081A479,D7
1631,MAI5081A480,D7
1632,MAI5081A481,D7
1633,MAI5081A482,D7
1634,MAI5081A483,D7
1635,MAI5081A484,D7
1636,MAI5081A485,D7
1637,MAI5081A486,D7
1638,MAI5081A487,D7
1639,MAI5081A488,D7
1640,MAI5081A489,D7
1641,MAI5081A490,D7
1642,MAI5081A491,D7
1643,MAI5081A492,D7
1644,MAI5081A493,D7
1645,MAI5081A494,D7
1646,MAI5081A495,D7
1647,MAI5081A496,D7
1648,MAI5081A497,D7
1649,MAI5081A498,D7
1650,MAI5081A499,D7
1651,MAI5081A500,D7
1652,MAI5081A501,D7
1653,MAI5081A502,D7
1654,MAI5081A503,D7
1655,MAI5081A504,D7
1656,MAI5081A505,D7
1657,MAI5081A506,D7
1658,MAI5081A507,D7
1659,MAI5081A508,D7
1660,MAI5081A509,D7
1661,MAI5081A510,D7
1662,MAI5081A511,D7
1663,MAI5081A512,D7
1664,MAI5081A513,D7
1665,MAI5081A514,D7
1666,MAI5081A515,D7
1667,MAI5081A516,D7
1668,MAI5081A517,D7
1669,MAI5081A518,D7
1670,MAI5081A519,D7
1671,MAI5081A520,D7
1672,MAI5081A521,D7
1673,MAI5081A522,D7
1674,MAI5081A523,D7
1675,MAI5081A524,D7
1676,MAI5081A525,D7
1677,MAI5081A526,D7
1678,MAI5081A527,D7
1679,MAI5081A528,D7
1680,MAI5081A529,D7
1681,MAI5081A530,D7
1682,MAI5081A531,D7
1683,MAI5081A532,D7
1684,MAI5081A533,D7
1685,MAI5081A534,D7
1686,MAI5081A535,D7
1687,MAI5081A536,D7
1688,MAI5081A537,D7
1689,MAI5081A538,D7
1690,MAI5081A539,D7
1691,MAI5081A540,D7
1692,MAI5081A541,D7
1693,MAI5081A542,D7
1694,MAI5081A543,D7
1695,MAI5081A544,D7
1696,MAI5081A545,D7
1697,MAI5081A546,D7
1698,MAI5081A547,D7
1699,MAI5081A548,D7
1700,MAI5081A549,D7
1701,MAI5081A550,D7
1702,MAI5081A551,D7
1703,MAI5081A552,D7
1704,MAI5081A553,D7
1705,MAI5081A554,D7
1706,MAI5081A555,D7
1707,MAI5081A556,D7
1708,MAI5081A557,D7
1709,MAI5081A558,D7
1710,MAI5081A559,D7
1711,MAI5081A560,D7
1712,MAI5081A561,D7
1713,MAI5081A562,D7
1714,MAI5081A563,D7
1715,MAI5081A564,D7
1716,MAI5081A565,D7
1717,MAI5081A566,D7
1718,MAI5081A567,D7
1719,MAI5081A568,D7
1720,MAI5081A569,D7
1721,MAI5081A570,D7
1722,MAI5081A571,D7
1723,MAI5081A572,D7
1724,MAI5081A573,D7
1725,MAI5081A574,D7
1726,MAI5081A575,D7
1727,MAI5081A576,D7
1728,MAI5081A577,D7
1729,MAI5081A578,D7
1730,MAI5081A579,D7
1731,MAI5081A580,D7
1732,MAI5081A581,D7
1733,MAI5081A582,D7
1734,MAI5081A583,D7
1735,MAI5081A584,D7
1736,MAI5081A585,D7
1737,MAI5081A586,D7
1738,MAI5081A587,D7
1739,MAI5081A588,D7
1740,MAI5081A589,D7
1741,MAI5081A590,D7
1742,MAI5081A591,D7
1743,MAI5081A592,D7
1744,MAI5081A593,D7
1745,MAI5081A594,D7
1746,MAI5081A595,D7
1747,MAI5081A596,D7
1748,MAI5081A597,D7
1749,MAI5081A598,D7
1750,MAI5081A599,D7
1751,MAI5081A600,D7
1752,MAI5081A601,D7
1753,MAI5081A602,D7
1754,MAI5081A603,D7
1755,MAI5081A604,D7
1756,MAI5081A605,D7
1757,MAI5081A606,D7
1758,MAI5081A607,D7
1759,MAI5081A608,D7
1760,MAI5081A609,D7
1761,MAI5081A610,D7
1762,MAI5081A611,D7
1763,MAI5081A612,D7
1764,MAI5081A613,D7
1765,MAI5081A614,D7
1766,MAI5081A615,D7
1767,MAI5081A616,D7
1768,MAI5081A617,D7
1769,MAI5081A618,D7
1770,MAI5081A619,D7
1771,MAI5081A620,D7
1772,MAI5081A621,D7
1773,MAI5081A622,D7
1774,MAI5081A623,D7
1775,MAI5081A624,D7
1776,MAI5081A625,D7
1777,MAI5081A626,D7
1778,MAI5081A627,D7
1779,MAI5081A628,D7
1780,MAI5081A629,D7
1781,MAI5081A630,D7
1782,MAI5081A631,D7
1783,MAI5081A632,D7
1784,MAI5081A633,D7
1785,MAI5081A634,D7
1786,MAI5081A635,D7
1787,MAI5081A636,D7
1788,MAI5081A637,D7
1789,MAI5081A638,D7
1790,MAI5081A639,D7
1791,MAI5081A640,D7
1792,MAI5081A641,D7
1793,MAI5081A642,D7
1794,MAI5081A643,D7
1795,MAI5081A644,D7
1796,MAI5081A645,D7
1797,MAI5081A646,D7
1798,MAI5081A647,D7
1799,MAI5081A648,D7
1800,MAI5081A649,D7
1801,MAI5081A650,D7
1802,MAI5081A651,D7
1803,MAI5081A652,D7
1804,MAI5081A653,D7
1805,MAI5081A654,D7
1806,MAI5081A655,D7
1807,MAI5081A656,D7
1808,MAI5081A657,D7
1809,MAI5081A658,D7
1810,MAI5081A659,D7
1811,MAI5081A660,D7
1812,MAI5081A661,D7
1813,MAI5081A662,D7
1814,MAI5081A663,D7
1815,MAI5081A664,D7
1816,MAI5081A665,D7
1817,MAI5081A666,D7
1818,MAI5081A667,D7
1819,MAI5081A668,D7
1820,MAI5081A669,D7
1821,MAI5081A670,D7
1822,MAI5081A671,D7
1823,MAI5081A672,D7
1824,MAI5081A673,D7
1825,MAI5081A674,D7
1826,MAI5081A675,D7
1827,MAI5081A676,D7
1828,MAI5081A677,D7
1829,MAI5081A678,D7
1830,MAI5081A679,D7
1831,MAI5081A680,D7
1832,MAI5081A681,D7
1833,MAI5081A682,D7
1834,MAI5081A683,D7
1835,MAI5081A684,D7
1836,MAI5081A685,D7
1837,MAI5081A686,D7
1838,MAI5081A687,D7
1839,MAI5081A688,D7
1840,MAI5081A689,D7
1841,MAI5081A690,D7
1842,MAI5081A691,D7
1843,MAI5081A692,D7
1844,MAI5081A693,D7
1845,MAI5081A694,D7
1846,MAI5081A695,D7
1847,MAI5081A696,D7
1848,MAI5081A697,D7
1849,MAI5081A698,D7
1850,MAI5081A699,D7
1851,MAI5081A700,D7
1852,MAI5081A701,D7
1853,MAI5081A702,D7
1854,MAI5081A703,D7
1855,MAI5081A704,D7
1856,MAI5081A705,D7
1857,MAI5081A706,D7
1858,MAI5081A707,D7
1859,MAI5081A708,D7
1860,MAI5081A709,D7
1861,MAI5081A710,D7
1862,MAI5081A711,D7
1863,MAI5081A712,D7
1864,MAI5081A713,D7
1865,MAI5081A714,D7
1866,MAI5081A715,D7
1867,MAI5081A716,D7
1868,MAI5081A717,D7
1869,MAI5081A718,D7
1870,MAI5081A719,D7
1871,MAI5081A720,D7
1872,MAI5081A721,D7
1873,MAI5081A722,D7
1874,MAI5081A723,D7
1875,MAI5081A724,D7
1876,MAI5081A725,D7
1877,MAI5081A726,D7
1878,MAI5081A727,D7
1879,MAI5081A728,D7
1880,MAI5081A729,D7
1881,MAI5081A730,D7
1882,MAI5081A731,D7
1883,MAI5081A732,D7
1884,MAI5081A733,D7
1885,MAI5081A734,D7
1886,MAI5081A735,D7
1887,MAI5081A736,D7
1888,MAI5081A737,D7
1889,MAI5081A738,D7
1890,MAI5081A739,D7
1891,MAI5081A740,D7
1892,MAI5081A741,D7
1893,MAI5081A742,D7
1894,MAI5081A743,D7
1895,MAI5081A744,D7
1896,MAI5081A745,D7
1897,MAI5081A746,D7
1898,MAI5081A747,D7
1899,MAI5081A748,D7
1900,MAI5081A749,D7
1901,MAI5081A750,D7
1902,MAI5081A751,D7
1903,MAI5081A752,D7
1904,MAI5081A753,D7
1905,MAI5081A754,D7
1906,MAI5081A755,D7
1907,MAI5081A756,D7
1908,MAI5081A757,D7
1909,MAI5081A758,D7
1910,MAI5081A759,D7
1911,MAI5081A760,D7
1912,MAI5081A761,D7
1913,MAI5081A762,D7
1914,MAI5081A763,D7
1915,MAI5081A764,D7
1916,MAI5081A765,D7
1917,MAI5081A766,D7
1918,MAI5081A767,D7
1919,MAI5081A768,D7
1920,MAI5081A385,D8
1921,MAI5081A386,D8
1922,MAI5081A387,D8
1923,MAI5081A388,D8
1924,MAI5081A389,D8
1925,MAI5081A390,D8
1926,MAI5081A391,D8
1927,MAI5081A392,D8
1928,MAI5081A393,D8
1929,MAI5081A394,D8
1930,MAI5081A395,D8
1931,MAI5081A396,D8
1932,MAI5081A397,D8
1933,MAI5081A398,D8
1934,MAI5081A399,D8
1935,MAI5081A400,D8
1936,MAI5081A401,D8
1937,MAI5081A402,D8
1938,MAI5081A403,D8
1939,MAI5081A404,D8
1940,MAI5081A405,D8
1941,MAI5081A406,D8
1942,MAI5081A407,D8
1943,MAI5081A408,D8
1944,MAI5081A409,D8
1945,MAI5081A410,D8
1946,MAI5081A411,D8
1947,MAI5081A412,D8
1948,MAI5081A413,D8
1949,MAI5081A414,D8
1950,MAI5081A415,D8
1951,MAI5081A416,D8
1952,MAI5081A417,D8
1953,MAI5081A418,D8
1954,MAI5081A419,D8
1955,MAI5081A420,D8
1956,MAI5081A421,D8
1957,MAI5081A422,D8
1958,MAI5081A423,D8
1959,MAI5081A424,D8
1960,MAI5081A425,D8
1961,MAI5081A426,D8
1962,MAI5081A427,D8
1963,MAI5081A428,D8
1964,MAI5081A429,D8
1965,MAI5081A430,D8
1966,MAI5081A431,D8
1967,MAI5081A432,D8
1968,MAI5081A433,D8
1969,MAI5081A434,D8
1970,MAI5081A435,D8
1971,MAI5081A436,D8
1972,MAI5081A437,D8
1973,MAI5081A438,D8
1974,MAI5081A439,D8
1975,MAI5081A440,D8
1976,MAI5081A441,D8
1977,MAI5081A442,D8
1978,MAI5081A443,D8
1979,MAI5081A444,D8
1980,MAI5081A445,D8
1981,MAI5081A446,D8
1982,MAI5081A447,D8
1983,MAI5081A448,D8
1984,MAI5081A449,D8
1985,MAI5081A450,D8
1986,MAI5081A451,D8
1987,MAI5081A452,D8
1988,MAI5081A453,D8
1989,MAI5081A454,D8
1990,MAI5081A455,D8
1991,MAI5081A456,D8
1992,MAI5081A457,D8
1993,MAI5081A458,D8
1994,MAI5081A459,D8
1995,MAI5081A460,D8
1996,MAI5081A461,D8
1997,MAI5081A462,D8
1998,MAI5081A463,D8
1999,MAI5081A464,D8
2000,MAI5081A465,D8
2001,MAI5081A466,D8
2002,MAI5081A467,D8
2003,MAI5081A468,D8
2004,MAI5081A469,D8
2005,MAI5081A470,D8
2006,MAI5081A471,D8
2007,MAI5081A472,D8
2008,MAI5081A473,D8
2009,MAI5081A474,D8
2010,MAI5081A475,D8
2011,MAI5081A476,D8
2012,MAI5081A477,D8
2013,MAI5081A478,D8
2014,MAI5081A479,D8
2015,MAI5081A480,D8
2016,MAI5081A481,D8
2017,MAI5081A482,D8
2018,MAI5081A483,D8
2019,MAI5081A484,D8
2020,MAI5081A485,D8
2021,MAI5081A486,D8
2022,MAI5081A487,D8
2023,MAI5081A488,D8
2024,MAI5081A489,D8
2025,MAI5081A490,D8
2026,MAI5081A491,D8
2027,MAI5081A492,D8
2028,MAI5081A493,D8
2029,MAI5081A494,D8
2030,MAI5081A495,D8
2031,MAI5081A496,D8
2032,MAI5081A497,D8
2033,MAI5081A498,D8
2034,MAI5081A499,D8
2035,MAI5081A500,D8
2036,MAI5081A501,D8
2037,MAI5081A502,D8
2038,MAI5081A503,D8
2039,MAI5081A504,D8
2040,MAI5081A505,D8
2041,MAI5081A506,D8
2042,MAI5081A507,D8
2043,MAI5081A508,D8
2044,MAI5081A509,D8
2045,MAI5081A510,D8
2046,MAI5081A511,D8
2047,MAI5081A512,D8
2048,MAI5081A513,D8
2049,MAI5081A514,D8
2050,MAI5081A515,D8
2051,MAI5081A516,D8
2052,MAI5081A517,D8
2053,MAI5081A518,D8
2054,MAI5081A519,D8
2055,MAI5081A520,D8
2056,MAI5081A521,D8
2057,MAI5081A522,D8
2058,MAI5081A523,D8
2059,MAI5081A524,D8
2060,MAI5081A525,D8
2061,MAI5081A526,D8
2062,MAI5081A527,D8
2063,MAI5081A528,D8
2064,MAI5081A529,D8
2065,MAI5081A530,D8
2066,MAI5081A531,D8
2067,MAI5081A532,D8
2068,MAI5081A533,D8
