,samples,RT
1290,MAI5081A1291,D6
1291,MAI5081A1292,D6
1292,MAI5081A1293,D6
1293,MAI5081A1294,D6
1294,MAI5081A1295,D6
1295,MAI5081A1296,D6
1296,MAI5081A1297,D6
1297,MAI5081A1298,D6
1298,MAI5081A1299,D6
1299,MAI5081A1300,D6
1300,MAI5081A1301,D6
1301,MAI5081A1302,D6
1302,MAI5081A1303,D6
1303,MAI5081A1304,D6
1304,MAI5081A1305,D6
1305,MAI5081A1306,D6
1306,MAI5081A1307,D6
1307,MAI5081A1308,D6
1308,MAI5081A1309,D6
1309,MAI5081A1310,D6
1310,MAI5081A1311,D6
1311,MAI5081A1312,D6
1312,MAI5081A1313,D6
1313,MAI5081A1314,D6
1314,MAI5081A1315,D6
1315,MAI5081A1316,D6
1316,MAI5081A1317,D6
1317,MAI5081A1318,D6
1318,MAI5081A1319,D6
1319,MAI5081A1320,D6
1320,MAI5081A1321,D6
1321,MAI5081A1322,D6
1322,MAI5081A1323,D6
1323,MAI5081A1324,D6
1324,MAI5081A1325,D6
1325,MAI5081A1326,D6
1326,MAI5081A1327,D6
1327,MAI5081A1328,D6
1328,MAI5081A1329,D6
1329,MAI5081A1330,D6
1330,MAI5081A1331,D6
1331,MAI5081A1332,D6
1332,MAI5081A1333,D6
1333,MAI5081A1334,D6
1334,MAI5081A1335,D6
1335,MAI5081A1336,D6
1336,MAI5081A1337,D6
1337,MAI5081A1338,D6
1338,MAI5081A1339,D6
1339,MAI5081A1340,D6
1340,MAI5081A1341,D6
1341,MAI5081A1342,D6
1342,MAI5081A1343,D6
1343,MAI5081A1344,D6
1344,MAI5081A1345,D6
1345,MAI5081A1346,D6
1346,MAI5081A1347,D6
1347,MAI5081A1348,D6
1348,MAI5081A1349,D6
1349,MAI5081A1350,D6
1350,MAI5081A1351,D6
1351,MAI5081A1352,D6
1352,MAI5081A1353,D6
1353,MAI5081A1354,D6
1354,MAI5081A1355,D6
1355,MAI5081A1356,D6
1356,MAI5081A1357,D6
1357,MAI5081A1358,D6
1358,MAI5081A1359,D6
1359,MAI5081A1360,D6
1360,MAI5081A1361,D6
1361,MAI5081A1362,D6
1362,MAI5081A1363,D6
1363,MAI5081A1364,D6
1364,MAI5081A1365,D6
1365,MAI5081A1366,D6
1366,MAI5081A1367,D6
1367,MAI5081A1368,D6
1368,MAI5081A1369,D6
1369,MAI5081A1370,D6
1370,MAI5081A1371,D6
1371,MAI5081A1372,D6
1372,MAI5081A1373,D6
1373,MAI5081A1374,D6
1374,MAI5081A1375,D6
1375,MAI5081A1376,D6
1376,MAI5081A1377,D6
1377,MAI5081A1378,D6
1378,MAI5081A1379,D6
1379,MAI5081A1380,D6
1380,MAI5081A1381,D6
1381,MAI5081A1382,D6
1382,MAI5081A1383,D6
1383,MAI5081A1384,D6
1384,MAI5081A1385,D6
1385,MAI5081A1386,D6
1386,MAI5081A1387,D6
1387,MAI5081A1388,D6
1388,MAI5081A1389,D6
1389,MAI5081A1390,D6
1390,MAI5081A1391,D6
1391,MAI5081A1392,D6
1392,MAI5081A1393,D6
1393,MAI5081A1394,D6
1394,MAI5081A1395,D6
1395,MAI5081A1396,D6
1396,MAI5081A1397,D6
1397,MAI5081A1398,D6
1398,MAI5081A1399,D6
1399,MAI5081A1400,D6
1400,MAI5081A1401,D6
1401,MAI5081A1402,D6
1402,MAI5081A1403,D6
1403,MAI5081A1404,D6
1404,MAI5081A1405,D6
1405,MAI5081A1406,D6
1406,MAI5081A1407,D6
1407,MAI5081A1408,D6
1408,MAI5081A1409,D6
1409,MAI5081A1410,D6
1410,MAI5081A1411,D6
1411,MAI5081A1412,D6
1412,MAI5081A1413,D6
1413,MAI5081A1414,D6
1414,MAI5081A1415,D6
1415,MAI5081A1416,D6
1416,MAI5081A1417,D6
1417,MAI5081A1418,D6
1418,MAI5081A1419,D6
1419,MAI5081A1420,D6
1420,MAI5081A1421,D6
1421,MAI5081A1422,D6
1422,MAI5081A1423,D6
1423,MAI5081A1424,D6
1424,MAI5081A1425,D6
1425,MAI5081A1426,D6
1426,MAI5081A1427,D6
1427,MAI5081A1428,D6
1428,MAI5081A1429,D6
1429,MAI5081A1430,D6
1430,MAI5081A1431,D6
1431,MAI5081A1432,D6
1432,MAI5081A1433,D6
1433,MAI5081A1434,D6
1434,MAI5081A1435,D6
1435,MAI5081A1436,D6
1436,MAI5081A1437,D6
1437,MAI5081A1438,D6
1438,MAI5081A1439,D6
1439,MAI5081A1440,D6
1440,MAI5081A1441,D6
1441,MAI5081A1442,D6
1442,MAI5081A1443,D6
1443,MAI5081A1444,D6
1444,MAI5081A1445,D6
1445,MAI5081A1446,D6
1446,MAI5081A1447,D6
1447,MAI5081A1448,D6
1448,MAI5081A1449,D6
1449,MAI5081A1450,D6
1450,MAI5081A1451,D6
1451,MAI5081A1452,D6
1452,MAI5081A1453,D6
1453,MAI5081A1454,D6
1454,MAI5081A1455,D6
1455,MAI5081A1456,D6
1456,MAI5081A1457,D6
1457,MAI5081A1458,D6
1458,MAI5081A1459,D6
1459,MAI5081A1460,D6
1460,MAI5081A1461,D6
1461,MAI5081A1462,D6
1462,MAI5081A1463,D6
1463,MAI5081A1464,D6
1464,MAI5081A1465,D6
1465,MAI5081A1466,D6
1466,MAI5081A1467,D6
1467,MAI5081A1468,D6
1468,MAI5081A1469,D6
1469,MAI5081A1470,D6
1470,MAI5081A1471,D6
1471,MAI5081A1472,D6
1472,MAI5081A1473,D6
1473,MAI5081A1474,D6
1474,MAI5081A1475,D6
1475,MAI5081A1476,D6
1476,MAI5081A1477,D6
1477,MAI5081A1478,D6
1478,MAI5081A1479,D6
1479,MAI5081A1480,D6
1480,MAI5081A1481,D6
1481,MAI5081A1482,D6
1482,MAI5081A1483,D6
1483,MAI5081A1484,D6
1484,MAI5081A1485,D6
1485,MAI5081A1486,D6
1486,MAI5081A1487,D6
1487,MAI5081A1488,D6
1488,MAI5081A1489,D6
1489,MAI5081A1490,D6
1490,MAI5081A1491,D6
1491,MAI5081A1492,D6
1492,MAI5081A1493,D6
1493,MAI5081A1494,D6
1494,MAI5081A1495,D6
1495,MAI5081A1496,D6
1496,MAI5081A1497,D6
1497,MAI5081A1498,D6
1498,MAI5081A1499,D6
1499,MAI5081A1500,D6
1500,MAI5081A1501,D6
1501,MAI5081A1502,D6
1502,MAI5081A1503,D6
1503,MAI5081A1504,D6
1504,MAI5081A1505,D6
1505,MAI5081A1506,D6
1506,MAI5081A1507,D6
1507,MAI5081A1508,D6
1508,MAI5081A1509,D6
1509,MAI5081A1510,D6
1510,MAI5081A1511,D6
1511,MAI5081A1512,D6
1512,MAI5081A1513,D6
1513,MAI5081A1514,D6
1514,MAI5081A1515,D6
1515,MAI5081A1516,D6
1516,MAI5081A1517,D6
1517,MAI5081A1518,D6
1518,MAI5081A1519,D6
1519,MAI5081A1520,D6
1520,MAI5081A1521,D6
1521,MAI5081A1522,D6
1522,MAI5081A1523,D6
1523,MAI5081A1524,D6
1524,MAI5081A1525,D6
1525,MAI5081A1526,D6
1526,MAI5081A1527,D6
1527,MAI5081A1528,D6
1528,MAI5081A1529,D6
1529,MAI5081A1530,D6
1530,MAI5081A1531,D6
1531,MAI5081A1532,D6
1532,MAI5081A1533,D6
1533,MAI5081A1534,D6
1534,MAI5081A1535,D6
1535,MAI5081A1536,D6
1536,MAI5081A1153,D7
1537,MAI5081A1154,D7
1538,MAI5081A1155,D7
1539,MAI5081A1156,D7
1540,MAI5081A1157,D7
1541,MAI5081A1158,D7
1542,MAI5081A1159,D7
1543,MAI5081A1160,D7
1544,MAI5081A1161,D7
1545,MAI5081A1162,D7
1546,MAI5081A1163,D7
1547,MAI5081A1164,D7
1548,MAI5081A1165,D7
1549,MAI5081A1166,D7
1550,MAI5081A1167,D7
1551,MAI5081A1168,D7
1552,MAI5081A1169,D7
1553,MAI5081A1170,D7
1554,MAI5081A1171,D7
1555,MAI5081A1172,D7
1556,MAI5081A1173,D7
1557,MAI5081A1174,D7
1558,MAI5081A1175,D7
1559,MAI5081A1176,D7
1560,MAI5081A1177,D7
1561,MAI5081A1178,D7
1562,MAI5081A1179,D7
1563,MAI5081A1180,D7
1564,MAI5081A1181,D7
1565,MAI5081A1182,D7
1566,MAI5081A1183,D7
1567,MAI5081A1184,D7
1568,MAI5081A1185,D7
1569,MAI5081A1186,D7
1570,MAI5081A1187,D7
1571,MAI5081A1188,D7
1572,MAI5081A1189,D7
1573,MAI5081A1190,D7
1574,MAI5081A1191,D7
1575,MAI5081A1192,D7
1576,MAI5081A1193,D7
1577,MAI5081A1194,D7
1578,MAI5081A1195,D7
1579,MAI5081A1196,D7
1580,MAI5081A1197,D7
1581,MAI5081A1198,D7
1582,MAI5081A1199,D7
1583,MAI5081A1200,D7
1584,MAI5081A1201,D7
1585,MAI5081A1202,D7
1586,MAI5081A1203,D7
1587,MAI5081A1204,D7
1588,MAI5081A1205,D7
1589,MAI5081A1206,D7
1590,MAI5081A1207,D7
1591,MAI5081A1208,D7
1592,MAI5081A1209,D7
1593,MAI5081A1210,D7
1594,MAI5081A1211,D7
1595,MAI5081A1212,D7
1596,MAI5081A1213,D7
1597,MAI5081A1214,D7
1598,MAI5081A1215,D7
1599,MAI5081A1216,D7
1600,MAI5081A1217,D7
1601,MAI5081A1218,D7
1602,MAI5081A1219,D7
1603,MAI5081A1220,D7
1604,MAI5081A1221,D7
1605,MAI5081A1222,D7
1606,MAI5081A1223,D7
1607,MAI5081A1224,D7
1608,MAI5081A1225,D7
1609,MAI5081A1226,D7
1610,MAI5081A1227,D7
1611,MAI5081A1228,D7
1612,MAI5081A1229,D7
1613,MAI5081A1230,D7
1614,MAI5081A1231,D7
1615,MAI5081A1232,D7
1616,MAI5081A1233,D7
1617,MAI5081A1234,D7
1618,MAI5081A1235,D7
1619,MAI5081A1236,D7
1620,MAI5081A1237,D7
1621,MAI5081A1238,D7
1622,MAI5081A1239,D7
1623,MAI5081A1240,D7
1624,MAI5081A1241,D7
1625,MAI5081A1242,D7
1626,MAI5081A1243,D7
1627,MAI5081A1244,D7
1628,MAI5081A1245,D7
1629,MAI5081A1246,D7
1630,MAI5081A1247,D7
1631,MAI5081A1248,D7
1632,MAI5081A1249,D7
1633,MAI5081A1250,D7
1634,MAI5081A1251,D7
1635,MAI5081A1252,D7
1636,MAI5081A1253,D7
1637,MAI5081A1254,D7
1638,MAI5081A1255,D7
1639,MAI5081A1256,D7
1640,MAI5081A1257,D7
1641,MAI5081A1258,D7
1642,MAI5081A1259,D7
1643,MAI5081A1260,D7
1644,MAI5081A1261,D7
1645,MAI5081A1262,D7
1646,MAI5081A1263,D7
1647,MAI5081A1264,D7
1648,MAI5081A1265,D7
1649,MAI5081A1266,D7
1650,MAI5081A1267,D7
1651,MAI5081A1268,D7
1652,MAI5081A1269,D7
1653,MAI5081A1270,D7
1654,MAI5081A1271,D7
1655,MAI5081A1272,D7
1656,MAI5081A1273,D7
1657,MAI5081A1274,D7
1658,MAI5081A1275,D7
1659,MAI5081A1276,D7
1660,MAI5081A1277,D7
1661,MAI5081A1278,D7
1662,MAI5081A1279,D7
1663,MAI5081A1280,D7
1664,MAI5081A1281,D7
1665,MAI5081A1282,D7
1666,MAI5081A1283,D7
1667,MAI5081A1284,D7
1668,MAI5081A1285,D7
1669,MAI5081A1286,D7
1670,MAI5081A1287,D7
1671,MAI5081A1288,D7
1672,MAI5081A1289,D7
1673,MAI5081A1290,D7
1674,MAI5081A1291,D7
1675,MAI5081A1292,D7
1676,MAI5081A1293,D7
1677,MAI5081A1294,D7
1678,MAI5081A1295,D7
1679,MAI5081A1296,D7
1680,MAI5081A1297,D7
1681,MAI5081A1298,D7
1682,MAI5081A1299,D7
1683,MAI5081A1300,D7
1684,MAI5081A1301,D7
1685,MAI5081A1302,D7
1686,MAI5081A1303,D7
1687,MAI5081A1304,D7
1688,MAI5081A1305,D7
1689,MAI5081A1306,D7
1690,MAI5081A1307,D7
1691,MAI5081A1308,D7
1692,MAI5081A1309,D7
1693,MAI5081A1310,D7
1694,MAI5081A1311,D7
1695,MAI5081A1312,D7
1696,MAI5081A1313,D7
1697,MAI5081A1314,D7
1698,MAI5081A1315,D7
1699,MAI5081A1316,D7
1700,MAI5081A1317,D7
1701,MAI5081A1318,D7
1702,MAI5081A1319,D7
1703,MAI5081A1320,D7
1704,MAI5081A1321,D7
1705,MAI5081A1322,D7
1706,MAI5081A1323,D7
1707,MAI5081A1324,D7
1708,MAI5081A1325,D7
1709,MAI5081A1326,D7
1710,MAI5081A1327,D7
1711,MAI5081A1328,D7
1712,MAI5081A1329,D7
1713,MAI5081A1330,D7
1714,MAI5081A1331,D7
1715,MAI5081A1332,D7
1716,MAI5081A1333,D7
1717,MAI5081A1334,D7
1718,MAI5081A1335,D7
1719,MAI5081A1336,D7
1720,MAI5081A1337,D7
1721,MAI5081A1338,D7
1722,MAI5081A1339,D7
1723,MAI5081A1340,D7
1724,MAI5081A1341,D7
1725,MAI5081A1342,D7
1726,MAI5081A1343,D7
1727,MAI5081A1344,D7
1728,MAI5081A1345,D7
1729,MAI5081A1346,D7
1730,MAI5081A1347,D7
1731,MAI5081A1348,D7
1732,MAI5081A1349,D7
1733,MAI5081A1350,D7
1734,MAI5081A1351,D7
1735,MAI5081A1352,D7
1736,MAI5081A1353,D7
1737,MAI5081A1354,D7
1738,MAI5081A1355,D7
1739,MAI5081A1356,D7
1740,MAI5081A1357,D7
1741,MAI5081A1358,D7
1742,MAI5081A1359,D7
1743,MAI5081A1360,D7
1744,MAI5081A1361,D7
1745,MAI5081A1362,D7
1746,MAI5081A1363,D7
1747,MAI5081A1364,D7
1748,MAI5081A1365,D7
1749,MAI5081A1366,D7
1750,MAI5081A1367,D7
1751,MAI5081A1368,D7
1752,MAI5081A1369,D7
1753,MAI5081A1370,D7
1754,MAI5081A1371,D7
1755,MAI5081A1372,D7
1756,MAI5081A1373,D7
1757,MAI5081A1374,D7
1758,MAI5081A1375,D7
1759,MAI5081A1376,D7
1760,MAI5081A1377,D7
1761,MAI5081A1378,D7
1762,MAI5081A1379,D7
1763,MAI5081A1380,D7
1764,MAI5081A1381,D7
1765,MAI5081A1382,D7
1766,MAI5081A1383,D7
1767,MAI5081A1384,D7
1768,MAI5081A1385,D7
1769,MAI5081A1386,D7
1770,MAI5081A1387,D7
1771,MAI5081A1388,D7
1772,MAI5081A1389,D7
1773,MAI5081A1390,D7
1774,MAI5081A1391,D7
1775,MAI5081A1392,D7
1776,MAI5081A1393,D7
1777,MAI5081A1394,D7
1778,MAI5081A1395,D7
1779,MAI5081A1396,D7
1780,MAI5081A1397,D7
1781,MAI5081A1398,D7
1782,MAI5081A1399,D7
1783,MAI5081A1400,D7
1784,MAI5081A1401,D7
1785,MAI5081A1402,D7
1786,MAI5081A1403,D7
1787,MAI5081A1404,D7
1788,MAI5081A1405,D7
1789,MAI5081A1406,D7
1790,MAI5081A1407,D7
1791,MAI5081A1408,D7
1792,MAI5081A1409,D7
1793,MAI5081A1410,D7
1794,MAI5081A1411,D7
1795,MAI5081A1412,D7
1796,MAI5081A1413,D7
1797,MAI5081A1414,D7
1798,MAI5081A1415,D7
1799,MAI5081A1416,D7
1800,MAI5081A1417,D7
1801,MAI5081A1418,D7
1802,MAI5081A1419,D7
1803,MAI5081A1420,D7
1804,MAI5081A1421,D7
1805,MAI5081A1422,D7
1806,MAI5081A1423,D7
1807,MAI5081A1424,D7
1808,MAI5081A1425,D7
1809,MAI5081A1426,D7
1810,MAI5081A1427,D7
1811,MAI5081A1428,D7
1812,MAI5081A1429,D7
1813,MAI5081A1430,D7
1814,MAI5081A1431,D7
1815,MAI5081A1432,D7
1816,MAI5081A1433,D7
1817,MAI5081A1434,D7
1818,MAI5081A1435,D7
1819,MAI5081A1436,D7
1820,MAI5081A1437,D7
1821,MAI5081A1438,D7
1822,MAI5081A1439,D7
1823,MAI5081A1440,D7
1824,MAI5081A1441,D7
1825,MAI5081A1442,D7
1826,MAI5081A1443,D7
1827,MAI5081A1444,D7
1828,MAI5081A1445,D7
1829,MAI5081A1446,D7
1830,MAI5081A1447,D7
1831,MAI5081A1448,D7
1832,MAI5081A1449,D7
1833,MAI5081A1450,D7
1834,MAI5081A1451,D7
1835,MAI5081A1452,D7
1836,MAI5081A1453,D7
1837,MAI5081A1454,D7
1838,MAI5081A1455,D7
1839,MAI5081A1456,D7
1840,MAI5081A1457,D7
1841,MAI5081A1458,D7
1842,MAI5081A1459,D7
1843,MAI5081A1460,D7
1844,MAI5081A1461,D7
1845,MAI5081A1462,D7
1846,MAI5081A1463,D7
1847,MAI5081A1464,D7
1848,MAI5081A1465,D7
1849,MAI5081A1466,D7
1850,MAI5081A1467,D7
1851,MAI5081A1468,D7
1852,MAI5081A1469,D7
1853,MAI5081A1470,D7
1854,MAI5081A1471,D7
1855,MAI5081A1472,D7
1856,MAI5081A1473,D7
1857,MAI5081A1474,D7
1858,MAI5081A1475,D7
1859,MAI5081A1476,D7
1860,MAI5081A1477,D7
1861,MAI5081A1478,D7
1862,MAI5081A1479,D7
1863,MAI5081A1480,D7
1864,MAI5081A1481,D7
1865,MAI5081A1482,D7
1866,MAI5081A1483,D7
1867,MAI5081A1484,D7
1868,MAI5081A1485,D7
1869,MAI5081A1486,D7
1870,MAI5081A1487,D7
1871,MAI5081A1488,D7
1872,MAI5081A1489,D7
1873,MAI5081A1490,D7
1874,MAI5081A1491,D7
1875,MAI5081A1492,D7
1876,MAI5081A1493,D7
1877,MAI5081A1494,D7
1878,MAI5081A1495,D7
1879,MAI5081A1496,D7
1880,MAI5081A1497,D7
1881,MAI5081A1498,D7
1882,MAI5081A1499,D7
1883,MAI5081A1500,D7
1884,MAI5081A1501,D7
1885,MAI5081A1502,D7
1886,MAI5081A1503,D7
1887,MAI5081A1504,D7
1888,MAI5081A1505,D7
1889,MAI5081A1506,D7
1890,MAI5081A1507,D7
1891,MAI5081A1508,D7
1892,MAI5081A1509,D7
1893,MAI5081A1510,D7
1894,MAI5081A1511,D7
1895,MAI5081A1512,D7
1896,MAI5081A1513,D7
1897,MAI5081A1514,D7
1898,MAI5081A1515,D7
1899,MAI5081A1516,D7
1900,MAI5081A1517,D7
1901,MAI5081A1518,D7
1902,MAI5081A1519,D7
1903,MAI5081A1520,D7
1904,MAI5081A1521,D7
1905,MAI5081A1522,D7
1906,MAI5081A1523,D7
1907,MAI5081A1524,D7
1908,MAI5081A1525,D7
1909,MAI5081A1526,D7
1910,MAI5081A1527,D7
1911,MAI5081A1528,D7
1912,MAI5081A1529,D7
1913,MAI5081A1530,D7
1914,MAI5081A1531,D7
1915,MAI5081A1532,D7
1916,MAI5081A1533,D7
1917,MAI5081A1534,D7
1918,MAI5081A1535,D7
1919,MAI5081A1536,D7
1920,MAI5081A1153,D8
1921,MAI5081A1154,D8
1922,MAI5081A1155,D8
1923,MAI5081A1156,D8
1924,MAI5081A1157,D8
1925,MAI5081A1158,D8
1926,MAI5081A1159,D8
1927,MAI5081A1160,D8
1928,MAI5081A1161,D8
1929,MAI5081A1162,D8
1930,MAI5081A1163,D8
1931,MAI5081A1164,D8
1932,MAI5081A1165,D8
1933,MAI5081A1166,D8
1934,MAI5081A1167,D8
1935,MAI5081A1168,D8
1936,MAI5081A1169,D8
1937,MAI5081A1170,D8
1938,MAI5081A1171,D8
1939,MAI5081A1172,D8
1940,MAI5081A1173,D8
1941,MAI5081A1174,D8
1942,MAI5081A1175,D8
1943,MAI5081A1176,D8
1944,MAI5081A1177,D8
1945,MAI5081A1178,D8
1946,MAI5081A1179,D8
1947,MAI5081A1180,D8
1948,MAI5081A1181,D8
1949,MAI5081A1182,D8
1950,MAI5081A1183,D8
1951,MAI5081A1184,D8
1952,MAI5081A1185,D8
1953,MAI5081A1186,D8
1954,MAI5081A1187,D8
1955,MAI5081A1188,D8
1956,MAI5081A1189,D8
1957,MAI5081A1190,D8
1958,MAI5081A1191,D8
1959,MAI5081A1192,D8
1960,MAI5081A1193,D8
1961,MAI5081A1194,D8
1962,MAI5081A1195,D8
1963,MAI5081A1196,D8
1964,MAI5081A1197,D8
1965,MAI5081A1198,D8
1966,MAI5081A1199,D8
1967,MAI5081A1200,D8
1968,MAI5081A1201,D8
1969,MAI5081A1202,D8
1970,MAI5081A1203,D8
1971,MAI5081A1204,D8
1972,MAI5081A1205,D8
1973,MAI5081A1206,D8
1974,MAI5081A1207,D8
1975,MAI5081A1208,D8
1976,MAI5081A1209,D8
1977,MAI5081A1210,D8
1978,MAI5081A1211,D8
1979,MAI5081A1212,D8
1980,MAI5081A1213,D8
1981,MAI5081A1214,D8
1982,MAI5081A1215,D8
1983,MAI5081A1216,D8
1984,MAI5081A1217,D8
1985,MAI5081A1218,D8
1986,MAI5081A1219,D8
1987,MAI5081A1220,D8
1988,MAI5081A1221,D8
1989,MAI5081A1222,D8
1990,MAI5081A1223,D8
1991,MAI5081A1224,D8
1992,MAI5081A1225,D8
1993,MAI5081A1226,D8
1994,MAI5081A1227,D8
1995,MAI5081A1228,D8
1996,MAI5081A1229,D8
1997,MAI5081A1230,D8
1998,MAI5081A1231,D8
1999,MAI5081A1232,D8
2000,MAI5081A1233,D8
2001,MAI5081A1234,D8
2002,MAI5081A1235,D8
2003,MAI5081A1236,D8
2004,MAI5081A1237,D8
2005,MAI5081A1238,D8
2006,MAI5081A1239,D8
2007,MAI5081A1240,D8
2008,MAI5081A1241,D8
2009,MAI5081A1242,D8
2010,MAI5081A1243,D8
2011,MAI5081A1244,D8
2012,MAI5081A1245,D8
2013,MAI5081A1246,D8
2014,MAI5081A1247,D8
2015,MAI5081A1248,D8
2016,MAI5081A1249,D8
2017,MAI5081A1250,D8
2018,MAI5081A1251,D8
2019,MAI5081A1252,D8
2020,MAI5081A1253,D8
2021,MAI5081A1254,D8
2022,MAI5081A1255,D8
2023,MAI5081A1256,D8
2024,MAI5081A1257,D8
2025,MAI5081A1258,D8
2026,MAI5081A1259,D8
2027,MAI5081A1260,D8
2028,MAI5081A1261,D8
2029,MAI5081A1262,D8
2030,MAI5081A1263,D8
2031,MAI5081A1264,D8
2032,MAI5081A1265,D8
2033,MAI5081A1266,D8
2034,MAI5081A1267,D8
2035,MAI5081A1268,D8
2036,MAI5081A1269,D8
2037,MAI5081A1270,D8
2038,MAI5081A1271,D8
2039,MAI5081A1272,D8
2040,MAI5081A1273,D8
2041,MAI5081A1274,D8
2042,MAI5081A1275,D8
2043,MAI5081A1276,D8
2044,MAI5081A1277,D8
2045,MAI5081A1278,D8
2046,MAI5081A1279,D8
2047,MAI5081A1280,D8
2048,MAI5081A1281,D8
2049,MAI5081A1282,D8
2050,MAI5081A1283,D8
2051,MAI5081A1284,D8
2052,MAI5081A1285,D8
2053,MAI5081A1286,D8
2054,MAI5081A1287,D8
2055,MAI5081A1288,D8
2056,MAI5081A1289,D8
2057,MAI5081A1290,D8
2058,MAI5081A1291,D8
2059,MAI5081A1292,D8
2060,MAI5081A1293,D8
2061,MAI5081A1294,D8
2062,MAI5081A1295,D8
2063,MAI5081A1296,D8
2064,MAI5081A1297,D8
2065,MAI5081A1298,D8
2066,MAI5081A1299,D8
2067,MAI5081A1300,D8
2068,MAI5081A1301,D8
2069,MAI5081A1302,D8
2070,MAI5081A1303,D8
2071,MAI5081A1304,D8
2072,MAI5081A1305,D8
2073,MAI5081A1306,D8
2074,MAI5081A1307,D8
2075,MAI5081A1308,D8
2076,MAI5081A1309,D8
2077,MAI5081A1310,D8
2078,MAI5081A1311,D8
2079,MAI5081A1312,D8
2080,MAI5081A1313,D8
2081,MAI5081A1314,D8
2082,MAI5081A1315,D8
2083,MAI5081A1316,D8
2084,MAI5081A1317,D8
2085,MAI5081A1318,D8
2086,MAI5081A1319,D8
2087,MAI5081A1320,D8
2088,MAI5081A1321,D8
2089,MAI5081A1322,D8
2090,MAI5081A1323,D8
2091,MAI5081A1324,D8
2092,MAI5081A1325,D8
2093,MAI5081A1326,D8
2094,MAI5081A1327,D8
2095,MAI5081A1328,D8
2096,MAI5081A1329,D8
2097,MAI5081A1330,D8
2098,MAI5081A1331,D8
2099,MAI5081A1332,D8
2100,MAI5081A1333,D8
2101,MAI5081A1334,D8
2102,MAI5081A1335,D8
2103,MAI5081A1336,D8
2104,MAI5081A1337,D8
2105,MAI5081A1338,D8
2106,MAI5081A1339,D8
2107,MAI5081A1340,D8
2108,MAI5081A1341,D8
2109,MAI5081A1342,D8
2110,MAI5081A1343,D8
2111,MAI5081A1344,D8
2112,MAI5081A1345,D8
2113,MAI5081A1346,D8
2114,MAI5081A1347,D8
2115,MAI5081A1348,D8
2116,MAI5081A1349,D8
2117,MAI5081A1350,D8
2118,MAI5081A1351,D8
2119,MAI5081A1352,D8
2120,MAI5081A1353,D8
2121,MAI5081A1354,D8
2122,MAI5081A1355,D8
2123,MAI5081A1356,D8
2124,MAI5081A1357,D8
2125,MAI5081A1358,D8
2126,MAI5081A1359,D8
2127,MAI5081A1360,D8
2128,MAI5081A1361,D8
2129,MAI5081A1362,D8
2130,MAI5081A1363,D8
2131,MAI5081A1364,D8
2132,MAI5081A1365,D8
2133,MAI5081A1366,D8
2134,MAI5081A1367,D8
2135,MAI5081A1368,D8
2136,MAI5081A1369,D8
2137,MAI5081A1370,D8
2138,MAI5081A1371,D8
2139,MAI5081A1372,D8
2140,MAI5081A1373,D8
2141,MAI5081A1374,D8
2142,MAI5081A1375,D8
2143,MAI5081A1376,D8
2144,MAI5081A1377,D8
2145,MAI5081A1378,D8
2146,MAI5081A1379,D8
2147,MAI5081A1380,D8
2148,MAI5081A1381,D8
2149,MAI5081A1382,D8
2150,MAI5081A1383,D8
2151,MAI5081A1384,D8
2152,MAI5081A1385,D8
2153,MAI5081A1386,D8
2154,MAI5081A1387,D8
2155,MAI5081A1388,D8
2156,MAI5081A1389,D8
2157,MAI5081A1390,D8
2158,MAI5081A1391,D8
2159,MAI5081A1392,D8
2160,MAI5081A1393,D8
2161,MAI5081A1394,D8
2162,MAI5081A1395,D8
2163,MAI5081A1396,D8
2164,MAI5081A1397,D8
2165,MAI5081A1398,D8
2166,MAI5081A1399,D8
2167,MAI5081A1400,D8
2168,MAI5081A1401,D8
2169,MAI5081A1402,D8
2170,MAI5081A1403,D8
2171,MAI5081A1404,D8
2172,MAI5081A1405,D8
2173,MAI5081A1406,D8
2174,MAI5081A1407,D8
2175,MAI5081A1408,D8
2176,MAI5081A1409,D8
2177,MAI5081A1410,D8
2178,MAI5081A1411,D8
2179,MAI5081A1412,D8
2180,MAI5081A1413,D8
2181,MAI5081A1414,D8
2182,MAI5081A1415,D8
2183,MAI5081A1416,D8
2184,MAI5081A1417,D8
2185,MAI5081A1418,D8
2186,MAI5081A1419,D8
2187,MAI5081A1420,D8
2188,MAI5081A1421,D8
2189,MAI5081A1422,D8
2190,MAI5081A1423,D8
2191,MAI5081A1424,D8
2192,MAI5081A1425,D8
2193,MAI5081A1426,D8
2194,MAI5081A1427,D8
2195,MAI5081A1428,D8
2196,MAI5081A1429,D8
2197,MAI5081A1430,D8
2198,MAI5081A1431,D8
2199,MAI5081A1432,D8
2200,MAI5081A1433,D8
2201,MAI5081A1434,D8
2202,MAI5081A1435,D8
2203,MAI5081A1436,D8
2204,MAI5081A1437,D8
2205,MAI5081A1438,D8
2206,MAI5081A1439,D8
2207,MAI5081A1440,D8
2208,MAI5081A1441,D8
2209,MAI5081A1442,D8
2210,MAI5081A1443,D8
2211,MAI5081A1444,D8
2212,MAI5081A1445,D8
2213,MAI5081A1446,D8
2214,MAI5081A1447,D8
2215,MAI5081A1448,D8
2216,MAI5081A1449,D8
2217,MAI5081A1450,D8
2218,MAI5081A1451,D8
2219,MAI5081A1452,D8
2220,MAI5081A1453,D8
2221,MAI5081A1454,D8
