,samples,RT
1114,MAI5081A3035,15h
1115,MAI5081A3036,15h
1116,MAI5081A3037,15h
1117,MAI5081A3038,15h
1118,MAI5081A3039,15h
1119,MAI5081A3040,15h
1120,MAI5081A3041,15h
1121,MAI5081A3042,15h
1122,MAI5081A3043,15h
1123,MAI5081A3044,15h
1124,MAI5081A3045,15h
1125,MAI5081A3046,15h
1126,MAI5081A3047,15h
1127,MAI5081A3048,15h
1128,MAI5081A3049,15h
1129,MAI5081A3050,15h
1130,MAI5081A3051,15h
1131,MAI5081A3052,15h
1132,MAI5081A3053,15h
1133,MAI5081A3054,15h
1134,MAI5081A3055,15h
1135,MAI5081A3056,15h
1136,MAI5081A3057,15h
1137,MAI5081A3058,15h
1138,MAI5081A3059,15h
1139,MAI5081A3060,15h
1140,MAI5081A3061,15h
1141,MAI5081A3062,15h
1142,MAI5081A3063,15h
1143,MAI5081A3064,15h
1144,MAI5081A3065,15h
1145,MAI5081A3066,15h
1146,MAI5081A3067,15h
1147,MAI5081A3068,15h
1148,MAI5081A3069,15h
1149,MAI5081A3070,15h
1150,MAI5081A3071,15h
1151,MAI5081A3072,15h
1152,MAI5081A2689,20h
1153,MAI5081A2690,20h
1154,MAI5081A2691,20h
1155,MAI5081A2692,20h
1156,MAI5081A2693,20h
1157,MAI5081A2694,20h
1158,MAI5081A2695,20h
1159,MAI5081A2696,20h
1160,MAI5081A2697,20h
1161,MAI5081A2698,20h
1162,MAI5081A2699,20h
1163,MAI5081A2700,20h
1164,MAI5081A2701,20h
1165,MAI5081A2702,20h
1166,MAI5081A2703,20h
1167,MAI5081A2704,20h
1168,MAI5081A2705,20h
1169,MAI5081A2706,20h
1170,MAI5081A2707,20h
1171,MAI5081A2708,20h
1172,MAI5081A2709,20h
1173,MAI5081A2710,20h
1174,MAI5081A2711,20h
1175,MAI5081A2712,20h
1176,MAI5081A2713,20h
1177,MAI5081A2714,20h
1178,MAI5081A2715,20h
1179,MAI5081A2716,20h
1180,MAI5081A2717,20h
1181,MAI5081A2718,20h
1182,MAI5081A2719,20h
1183,MAI5081A2720,20h
1184,MAI5081A2721,20h
1185,MAI5081A2722,20h
1186,MAI5081A2723,20h
1187,MAI5081A2724,20h
1188,MAI5081A2725,20h
1189,MAI5081A2726,20h
1190,MAI5081A2727,20h
1191,MAI5081A2728,20h
1192,MAI5081A2729,20h
1193,MAI5081A2730,20h
1194,MAI5081A2731,20h
1195,MAI5081A2732,20h
1196,MAI5081A2733,20h
1197,MAI5081A2734,20h
1198,MAI5081A2735,20h
1199,MAI5081A2736,20h
1200,MAI5081A2737,20h
1201,MAI5081A2738,20h
1202,MAI5081A2739,20h
1203,MAI5081A2740,20h
1204,MAI5081A2741,20h
1205,MAI5081A2742,20h
1206,MAI5081A2743,20h
1207,MAI5081A2744,20h
1208,MAI5081A2745,20h
1209,MAI5081A2746,20h
1210,MAI5081A2747,20h
1211,MAI5081A2748,20h
1212,MAI5081A2749,20h
1213,MAI5081A2750,20h
1214,MAI5081A2751,20h
1215,MAI5081A2752,20h
1216,MAI5081A2753,20h
1217,MAI5081A2754,20h
1218,MAI5081A2755,20h
1219,MAI5081A2756,20h
1220,MAI5081A2757,20h
1221,MAI5081A2758,20h
1222,MAI5081A2759,20h
1223,MAI5081A2760,20h
1224,MAI5081A2761,20h
1225,MAI5081A2762,20h
1226,MAI5081A2763,20h
1227,MAI5081A2764,20h
1228,MAI5081A2765,20h
1229,MAI5081A2766,20h
1230,MAI5081A2767,20h
1231,MAI5081A2768,20h
1232,MAI5081A2769,20h
1233,MAI5081A2770,20h
1234,MAI5081A2771,20h
1235,MAI5081A2772,20h
1236,MAI5081A2773,20h
1237,MAI5081A2774,20h
1238,MAI5081A2775,20h
1239,MAI5081A2776,20h
1240,MAI5081A2777,20h
1241,MAI5081A2778,20h
1242,MAI5081A2779,20h
1243,MAI5081A2780,20h
1244,MAI5081A2781,20h
1245,MAI5081A2782,20h
1246,MAI5081A2783,20h
1247,MAI5081A2784,20h
1248,MAI5081A2785,20h
1249,MAI5081A2786,20h
1250,MAI5081A2787,20h
1251,MAI5081A2788,20h
1252,MAI5081A2789,20h
1253,MAI5081A2790,20h
1254,MAI5081A2791,20h
1255,MAI5081A2792,20h
1256,MAI5081A2793,20h
1257,MAI5081A2794,20h
1258,MAI5081A2795,20h
1259,MAI5081A2796,20h
1260,MAI5081A2797,20h
1261,MAI5081A2798,20h
1262,MAI5081A2799,20h
1263,MAI5081A2800,20h
1264,MAI5081A2801,20h
1265,MAI5081A2802,20h
1266,MAI5081A2803,20h
1267,MAI5081A2804,20h
1268,MAI5081A2805,20h
1269,MAI5081A2806,20h
1270,MAI5081A2807,20h
1271,MAI5081A2808,20h
1272,MAI5081A2809,20h
1273,MAI5081A2810,20h
1274,MAI5081A2811,20h
1275,MAI5081A2812,20h
1276,MAI5081A2813,20h
1277,MAI5081A2814,20h
1278,MAI5081A2815,20h
1279,MAI5081A2816,20h
1280,MAI5081A2817,20h
1281,MAI5081A2818,20h
1282,MAI5081A2819,20h
1283,MAI5081A2820,20h
1284,MAI5081A2821,20h
1285,MAI5081A2822,20h
1286,MAI5081A2823,20h
1287,MAI5081A2824,20h
1288,MAI5081A2825,20h
1289,MAI5081A2826,20h
1290,MAI5081A2827,20h
1291,MAI5081A2828,20h
1292,MAI5081A2829,20h
1293,MAI5081A2830,20h
1294,MAI5081A2831,20h
1295,MAI5081A2832,20h
1296,MAI5081A2833,20h
1297,MAI5081A2834,20h
1298,MAI5081A2835,20h
1299,MAI5081A2836,20h
1300,MAI5081A2837,20h
1301,MAI5081A2838,20h
1302,MAI5081A2839,20h
1303,MAI5081A2840,20h
1304,MAI5081A2841,20h
1305,MAI5081A2842,20h
1306,MAI5081A2843,20h
1307,MAI5081A2844,20h
1308,MAI5081A2845,20h
1309,MAI5081A2846,20h
1310,MAI5081A2847,20h
1311,MAI5081A2848,20h
1312,MAI5081A2849,20h
1313,MAI5081A2850,20h
1314,MAI5081A2851,20h
1315,MAI5081A2852,20h
1316,MAI5081A2853,20h
1317,MAI5081A2854,20h
1318,MAI5081A2855,20h
1319,MAI5081A2856,20h
1320,MAI5081A2857,20h
1321,MAI5081A2858,20h
1322,MAI5081A2859,20h
1323,MAI5081A2860,20h
1324,MAI5081A2861,20h
1325,MAI5081A2862,20h
1326,MAI5081A2863,20h
1327,MAI5081A2864,20h
1328,MAI5081A2865,20h
1329,MAI5081A2866,20h
1330,MAI5081A2867,20h
1331,MAI5081A2868,20h
1332,MAI5081A2869,20h
1333,MAI5081A2870,20h
1334,MAI5081A2871,20h
1335,MAI5081A2872,20h
1336,MAI5081A2873,20h
1337,MAI5081A2874,20h
1338,MAI5081A2875,20h
1339,MAI5081A2876,20h
1340,MAI5081A2877,20h
1341,MAI5081A2878,20h
1342,MAI5081A2879,20h
1343,MAI5081A2880,20h
1344,MAI5081A2881,20h
1345,MAI5081A2882,20h
1346,MAI5081A2883,20h
1347,MAI5081A2884,20h
1348,MAI5081A2885,20h
1349,MAI5081A2886,20h
1350,MAI5081A2887,20h
1351,MAI5081A2888,20h
1352,MAI5081A2889,20h
1353,MAI5081A2890,20h
1354,MAI5081A2891,20h
1355,MAI5081A2892,20h
1356,MAI5081A2893,20h
1357,MAI5081A2894,20h
1358,MAI5081A2895,20h
1359,MAI5081A2896,20h
1360,MAI5081A2897,20h
1361,MAI5081A2898,20h
1362,MAI5081A2899,20h
1363,MAI5081A2900,20h
1364,MAI5081A2901,20h
1365,MAI5081A2902,20h
1366,MAI5081A2903,20h
1367,MAI5081A2904,20h
1368,MAI5081A2905,20h
1369,MAI5081A2906,20h
1370,MAI5081A2907,20h
1371,MAI5081A2908,20h
1372,MAI5081A2909,20h
1373,MAI5081A2910,20h
1374,MAI5081A2911,20h
1375,MAI5081A2912,20h
1376,MAI5081A2913,20h
1377,MAI5081A2914,20h
1378,MAI5081A2915,20h
1379,MAI5081A2916,20h
1380,MAI5081A2917,20h
1381,MAI5081A2918,20h
1382,MAI5081A2919,20h
1383,MAI5081A2920,20h
1384,MAI5081A2921,20h
1385,MAI5081A2922,20h
1386,MAI5081A2923,20h
1387,MAI5081A2924,20h
1388,MAI5081A2925,20h
1389,MAI5081A2926,20h
1390,MAI5081A2927,20h
1391,MAI5081A2928,20h
1392,MAI5081A2929,20h
1393,MAI5081A2930,20h
1394,MAI5081A2931,20h
1395,MAI5081A2932,20h
1396,MAI5081A2933,20h
1397,MAI5081A2934,20h
1398,MAI5081A2935,20h
1399,MAI5081A2936,20h
1400,MAI5081A2937,20h
1401,MAI5081A2938,20h
1402,MAI5081A2939,20h
1403,MAI5081A2940,20h
1404,MAI5081A2941,20h
1405,MAI5081A2942,20h
1406,MAI5081A2943,20h
1407,MAI5081A2944,20h
1408,MAI5081A2945,20h
1409,MAI5081A2946,20h
1410,MAI5081A2947,20h
1411,MAI5081A2948,20h
1412,MAI5081A2949,20h
1413,MAI5081A2950,20h
1414,MAI5081A2951,20h
1415,MAI5081A2952,20h
1416,MAI5081A2953,20h
1417,MAI5081A2954,20h
1418,MAI5081A2955,20h
1419,MAI5081A2956,20h
1420,MAI5081A2957,20h
1421,MAI5081A2958,20h
1422,MAI5081A2959,20h
1423,MAI5081A2960,20h
1424,MAI5081A2961,20h
1425,MAI5081A2962,20h
1426,MAI5081A2963,20h
1427,MAI5081A2964,20h
1428,MAI5081A2965,20h
1429,MAI5081A2966,20h
1430,MAI5081A2967,20h
1431,MAI5081A2968,20h
1432,MAI5081A2969,20h
1433,MAI5081A2970,20h
1434,MAI5081A2971,20h
1435,MAI5081A2972,20h
1436,MAI5081A2973,20h
1437,MAI5081A2974,20h
1438,MAI5081A2975,20h
1439,MAI5081A2976,20h
1440,MAI5081A2977,20h
1441,MAI5081A2978,20h
1442,MAI5081A2979,20h
1443,MAI5081A2980,20h
1444,MAI5081A2981,20h
1445,MAI5081A2982,20h
1446,MAI5081A2983,20h
1447,MAI5081A2984,20h
1448,MAI5081A2985,20h
1449,MAI5081A2986,20h
1450,MAI5081A2987,20h
1451,MAI5081A2988,20h
1452,MAI5081A2989,20h
1453,MAI5081A2990,20h
1454,MAI5081A2991,20h
1455,MAI5081A2992,20h
1456,MAI5081A2993,20h
1457,MAI5081A2994,20h
1458,MAI5081A2995,20h
1459,MAI5081A2996,20h
1460,MAI5081A2997,20h
1461,MAI5081A2998,20h
1462,MAI5081A2999,20h
1463,MAI5081A3000,20h
1464,MAI5081A3001,20h
1465,MAI5081A3002,20h
1466,MAI5081A3003,20h
1467,MAI5081A3004,20h
1468,MAI5081A3005,20h
1469,MAI5081A3006,20h
1470,MAI5081A3007,20h
1471,MAI5081A3008,20h
1472,MAI5081A3009,20h
1473,MAI5081A3010,20h
1474,MAI5081A3011,20h
1475,MAI5081A3012,20h
1476,MAI5081A3013,20h
1477,MAI5081A3014,20h
1478,MAI5081A3015,20h
1479,MAI5081A3016,20h
1480,MAI5081A3017,20h
1481,MAI5081A3018,20h
1482,MAI5081A3019,20h
1483,MAI5081A3020,20h
1484,MAI5081A3021,20h
1485,MAI5081A3022,20h
1486,MAI5081A3023,20h
1487,MAI5081A3024,20h
1488,MAI5081A3025,20h
1489,MAI5081A3026,20h
1490,MAI5081A3027,20h
1491,MAI5081A3028,20h
1492,MAI5081A3029,20h
1493,MAI5081A3030,20h
1494,MAI5081A3031,20h
1495,MAI5081A3032,20h
1496,MAI5081A3033,20h
1497,MAI5081A3034,20h
1498,MAI5081A3035,20h
1499,MAI5081A3036,20h
1500,MAI5081A3037,20h
1501,MAI5081A3038,20h
1502,MAI5081A3039,20h
1503,MAI5081A3040,20h
1504,MAI5081A3041,20h
1505,MAI5081A3042,20h
1506,MAI5081A3043,20h
1507,MAI5081A3044,20h
1508,MAI5081A3045,20h
1509,MAI5081A3046,20h
1510,MAI5081A3047,20h
1511,MAI5081A3048,20h
1512,MAI5081A3049,20h
1513,MAI5081A3050,20h
1514,MAI5081A3051,20h
1515,MAI5081A3052,20h
1516,MAI5081A3053,20h
1517,MAI5081A3054,20h
1518,MAI5081A3055,20h
1519,MAI5081A3056,20h
1520,MAI5081A3057,20h
1521,MAI5081A3058,20h
1522,MAI5081A3059,20h
1523,MAI5081A3060,20h
1524,MAI5081A3061,20h
1525,MAI5081A3062,20h
1526,MAI5081A3063,20h
1527,MAI5081A3064,20h
1528,MAI5081A3065,20h
1529,MAI5081A3066,20h
1530,MAI5081A3067,20h
1531,MAI5081A3068,20h
1532,MAI5081A3069,20h
1533,MAI5081A3070,20h
1534,MAI5081A3071,20h
1535,MAI5081A3072,20h
