,samples,RT
302,MAI5081A1839,D3
303,MAI5081A1840,D3
304,MAI5081A1841,D3
305,MAI5081A1842,D3
306,MAI5081A1843,D3
307,MAI5081A1844,D3
308,MAI5081A1845,D3
309,MAI5081A1846,D3
310,MAI5081A1847,D3
311,MAI5081A1848,D3
312,MAI5081A1849,D3
313,MAI5081A1850,D3
314,MAI5081A1851,D3
315,MAI5081A1852,D3
316,MAI5081A1853,D3
317,MAI5081A1854,D3
318,MAI5081A1855,D3
319,MAI5081A1856,D3
320,MAI5081A1857,D3
321,MAI5081A1858,D3
322,MAI5081A1859,D3
323,MAI5081A1860,D3
324,MAI5081A1861,D3
325,MAI5081A1862,D3
326,MAI5081A1863,D3
327,MAI5081A1864,D3
328,MAI5081A1865,D3
329,MAI5081A1866,D3
330,MAI5081A1867,D3
331,MAI5081A1868,D3
332,MAI5081A1869,D3
333,MAI5081A1870,D3
334,MAI5081A1871,D3
335,MAI5081A1872,D3
336,MAI5081A1873,D3
337,MAI5081A1874,D3
338,MAI5081A1875,D3
339,MAI5081A1876,D3
340,MAI5081A1877,D3
341,MAI5081A1878,D3
342,MAI5081A1879,D3
343,MAI5081A1880,D3
344,MAI5081A1881,D3
345,MAI5081A1882,D3
346,MAI5081A1883,D3
347,MAI5081A1884,D3
348,MAI5081A1885,D3
349,MAI5081A1886,D3
350,MAI5081A1887,D3
351,MAI5081A1888,D3
352,MAI5081A1889,D3
353,MAI5081A1890,D3
354,MAI5081A1891,D3
355,MAI5081A1892,D3
356,MAI5081A1893,D3
357,MAI5081A1894,D3
358,MAI5081A1895,D3
359,MAI5081A1896,D3
360,MAI5081A1897,D3
361,MAI5081A1898,D3
362,MAI5081A1899,D3
363,MAI5081A1900,D3
364,MAI5081A1901,D3
365,MAI5081A1902,D3
366,MAI5081A1903,D3
367,MAI5081A1904,D3
368,MAI5081A1905,D3
369,MAI5081A1906,D3
370,MAI5081A1907,D3
371,MAI5081A1908,D3
372,MAI5081A1909,D3
373,MAI5081A1910,D3
374,MAI5081A1911,D3
375,MAI5081A1912,D3
376,MAI5081A1913,D3
377,MAI5081A1914,D3
378,MAI5081A1915,D3
379,MAI5081A1916,D3
380,MAI5081A1917,D3
381,MAI5081A1918,D3
382,MAI5081A1919,D3
383,MAI5081A1920,D3
384,MAI5081A1537,D4
385,MAI5081A1538,D4
386,MAI5081A1539,D4
387,MAI5081A1540,D4
388,MAI5081A1541,D4
389,MAI5081A1542,D4
390,MAI5081A1543,D4
391,MAI5081A1544,D4
392,MAI5081A1545,D4
393,MAI5081A1546,D4
394,MAI5081A1547,D4
395,MAI5081A1548,D4
396,MAI5081A1549,D4
397,MAI5081A1550,D4
398,MAI5081A1551,D4
399,MAI5081A1552,D4
400,MAI5081A1553,D4
401,MAI5081A1554,D4
402,MAI5081A1555,D4
403,MAI5081A1556,D4
404,MAI5081A1557,D4
405,MAI5081A1558,D4
406,MAI5081A1559,D4
407,MAI5081A1560,D4
408,MAI5081A1561,D4
409,MAI5081A1562,D4
410,MAI5081A1563,D4
411,MAI5081A1564,D4
412,MAI5081A1565,D4
413,MAI5081A1566,D4
414,MAI5081A1567,D4
415,MAI5081A1568,D4
416,MAI5081A1569,D4
417,MAI5081A1570,D4
418,MAI5081A1571,D4
419,MAI5081A1572,D4
420,MAI5081A1573,D4
421,MAI5081A1574,D4
422,MAI5081A1575,D4
423,MAI5081A1576,D4
424,MAI5081A1577,D4
425,MAI5081A1578,D4
426,MAI5081A1579,D4
427,MAI5081A1580,D4
428,MAI5081A1581,D4
429,MAI5081A1582,D4
430,MAI5081A1583,D4
431,MAI5081A1584,D4
432,MAI5081A1585,D4
433,MAI5081A1586,D4
434,MAI5081A1587,D4
435,MAI5081A1588,D4
436,MAI5081A1589,D4
437,MAI5081A1590,D4
438,MAI5081A1591,D4
439,MAI5081A1592,D4
440,MAI5081A1593,D4
441,MAI5081A1594,D4
442,MAI5081A1595,D4
443,MAI5081A1596,D4
444,MAI5081A1597,D4
445,MAI5081A1598,D4
446,MAI5081A1599,D4
447,MAI5081A1600,D4
448,MAI5081A1601,D4
449,MAI5081A1602,D4
450,MAI5081A1603,D4
451,MAI5081A1604,D4
452,MAI5081A1605,D4
453,MAI5081A1606,D4
454,MAI5081A1607,D4
455,MAI5081A1608,D4
456,MAI5081A1609,D4
457,MAI5081A1610,D4
458,MAI5081A1611,D4
459,MAI5081A1612,D4
460,MAI5081A1613,D4
461,MAI5081A1614,D4
462,MAI5081A1615,D4
463,MAI5081A1616,D4
464,MAI5081A1617,D4
465,MAI5081A1618,D4
466,MAI5081A1619,D4
467,MAI5081A1620,D4
468,MAI5081A1621,D4
469,MAI5081A1622,D4
470,MAI5081A1623,D4
471,MAI5081A1624,D4
472,MAI5081A1625,D4
473,MAI5081A1626,D4
474,MAI5081A1627,D4
475,MAI5081A1628,D4
476,MAI5081A1629,D4
477,MAI5081A1630,D4
478,MAI5081A1631,D4
479,MAI5081A1632,D4
480,MAI5081A1633,D4
481,MAI5081A1634,D4
482,MAI5081A1635,D4
483,MAI5081A1636,D4
484,MAI5081A1637,D4
485,MAI5081A1638,D4
486,MAI5081A1639,D4
487,MAI5081A1640,D4
488,MAI5081A1641,D4
489,MAI5081A1642,D4
490,MAI5081A1643,D4
491,MAI5081A1644,D4
492,MAI5081A1645,D4
493,MAI5081A1646,D4
494,MAI5081A1647,D4
495,MAI5081A1648,D4
496,MAI5081A1649,D4
497,MAI5081A1650,D4
498,MAI5081A1651,D4
499,MAI5081A1652,D4
500,MAI5081A1653,D4
501,MAI5081A1654,D4
502,MAI5081A1655,D4
503,MAI5081A1656,D4
504,MAI5081A1657,D4
505,MAI5081A1658,D4
506,MAI5081A1659,D4
507,MAI5081A1660,D4
508,MAI5081A1661,D4
509,MAI5081A1662,D4
510,MAI5081A1663,D4
511,MAI5081A1664,D4
512,MAI5081A1665,D4
513,MAI5081A1666,D4
514,MAI5081A1667,D4
515,MAI5081A1668,D4
516,MAI5081A1669,D4
517,MAI5081A1670,D4
518,MAI5081A1671,D4
519,MAI5081A1672,D4
520,MAI5081A1673,D4
521,MAI5081A1674,D4
522,MAI5081A1675,D4
523,MAI5081A1676,D4
524,MAI5081A1677,D4
525,MAI5081A1678,D4
526,MAI5081A1679,D4
527,MAI5081A1680,D4
528,MAI5081A1681,D4
529,MAI5081A1682,D4
530,MAI5081A1683,D4
531,MAI5081A1684,D4
532,MAI5081A1685,D4
533,MAI5081A1686,D4
534,MAI5081A1687,D4
535,MAI5081A1688,D4
536,MAI5081A1689,D4
537,MAI5081A1690,D4
538,MAI5081A1691,D4
539,MAI5081A1692,D4
540,MAI5081A1693,D4
541,MAI5081A1694,D4
542,MAI5081A1695,D4
543,MAI5081A1696,D4
544,MAI5081A1697,D4
545,MAI5081A1698,D4
546,MAI5081A1699,D4
547,MAI5081A1700,D4
548,MAI5081A1701,D4
549,MAI5081A1702,D4
550,MAI5081A1703,D4
551,MAI5081A1704,D4
552,MAI5081A1705,D4
553,MAI5081A1706,D4
554,MAI5081A1707,D4
555,MAI5081A1708,D4
556,MAI5081A1709,D4
557,MAI5081A1710,D4
558,MAI5081A1711,D4
559,MAI5081A1712,D4
560,MAI5081A1713,D4
561,MAI5081A1714,D4
562,MAI5081A1715,D4
563,MAI5081A1716,D4
564,MAI5081A1717,D4
565,MAI5081A1718,D4
566,MAI5081A1719,D4
567,MAI5081A1720,D4
568,MAI5081A1721,D4
569,MAI5081A1722,D4
570,MAI5081A1723,D4
571,MAI5081A1724,D4
572,MAI5081A1725,D4
573,MAI5081A1726,D4
574,MAI5081A1727,D4
575,MAI5081A1728,D4
576,MAI5081A1729,D4
577,MAI5081A1730,D4
578,MAI5081A1731,D4
579,MAI5081A1732,D4
580,MAI5081A1733,D4
581,MAI5081A1734,D4
582,MAI5081A1735,D4
583,MAI5081A1736,D4
584,MAI5081A1737,D4
585,MAI5081A1738,D4
586,MAI5081A1739,D4
587,MAI5081A1740,D4
588,MAI5081A1741,D4
589,MAI5081A1742,D4
590,MAI5081A1743,D4
591,MAI5081A1744,D4
592,MAI5081A1745,D4
593,MAI5081A1746,D4
594,MAI5081A1747,D4
595,MAI5081A1748,D4
596,MAI5081A1749,D4
597,MAI5081A1750,D4
598,MAI5081A1751,D4
599,MAI5081A1752,D4
600,MAI5081A1753,D4
601,MAI5081A1754,D4
602,MAI5081A1755,D4
603,MAI5081A1756,D4
604,MAI5081A1757,D4
605,MAI5081A1758,D4
606,MAI5081A1759,D4
607,MAI5081A1760,D4
608,MAI5081A1761,D4
609,MAI5081A1762,D4
610,MAI5081A1763,D4
611,MAI5081A1764,D4
612,MAI5081A1765,D4
613,MAI5081A1766,D4
614,MAI5081A1767,D4
615,MAI5081A1768,D4
616,MAI5081A1769,D4
617,MAI5081A1770,D4
618,MAI5081A1771,D4
619,MAI5081A1772,D4
620,MAI5081A1773,D4
621,MAI5081A1774,D4
622,MAI5081A1775,D4
623,MAI5081A1776,D4
624,MAI5081A1777,D4
625,MAI5081A1778,D4
626,MAI5081A1779,D4
627,MAI5081A1780,D4
628,MAI5081A1781,D4
629,MAI5081A1782,D4
630,MAI5081A1783,D4
631,MAI5081A1784,D4
632,MAI5081A1785,D4
633,MAI5081A1786,D4
634,MAI5081A1787,D4
635,MAI5081A1788,D4
636,MAI5081A1789,D4
637,MAI5081A1790,D4
638,MAI5081A1791,D4
639,MAI5081A1792,D4
640,MAI5081A1793,D4
641,MAI5081A1794,D4
642,MAI5081A1795,D4
643,MAI5081A1796,D4
644,MAI5081A1797,D4
645,MAI5081A1798,D4
646,MAI5081A1799,D4
647,MAI5081A1800,D4
648,MAI5081A1801,D4
649,MAI5081A1802,D4
650,MAI5081A1803,D4
651,MAI5081A1804,D4
652,MAI5081A1805,D4
653,MAI5081A1806,D4
654,MAI5081A1807,D4
655,MAI5081A1808,D4
656,MAI5081A1809,D4
657,MAI5081A1810,D4
658,MAI5081A1811,D4
659,MAI5081A1812,D4
660,MAI5081A1813,D4
661,MAI5081A1814,D4
662,MAI5081A1815,D4
663,MAI5081A1816,D4
664,MAI5081A1817,D4
665,MAI5081A1818,D4
666,MAI5081A1819,D4
667,MAI5081A1820,D4
668,MAI5081A1821,D4
669,MAI5081A1822,D4
670,MAI5081A1823,D4
671,MAI5081A1824,D4
672,MAI5081A1825,D4
673,MAI5081A1826,D4
674,MAI5081A1827,D4
675,MAI5081A1828,D4
676,MAI5081A1829,D4
677,MAI5081A1830,D4
678,MAI5081A1831,D4
679,MAI5081A1832,D4
680,MAI5081A1833,D4
681,MAI5081A1834,D4
682,MAI5081A1835,D4
683,MAI5081A1836,D4
684,MAI5081A1837,D4
685,MAI5081A1838,D4
686,MAI5081A1839,D4
687,MAI5081A1840,D4
688,MAI5081A1841,D4
689,MAI5081A1842,D4
690,MAI5081A1843,D4
691,MAI5081A1844,D4
692,MAI5081A1845,D4
693,MAI5081A1846,D4
694,MAI5081A1847,D4
695,MAI5081A1848,D4
696,MAI5081A1849,D4
697,MAI5081A1850,D4
698,MAI5081A1851,D4
699,MAI5081A1852,D4
700,MAI5081A1853,D4
701,MAI5081A1854,D4
702,MAI5081A1855,D4
703,MAI5081A1856,D4
704,MAI5081A1857,D4
705,MAI5081A1858,D4
706,MAI5081A1859,D4
707,MAI5081A1860,D4
708,MAI5081A1861,D4
709,MAI5081A1862,D4
710,MAI5081A1863,D4
711,MAI5081A1864,D4
712,MAI5081A1865,D4
713,MAI5081A1866,D4
714,MAI5081A1867,D4
715,MAI5081A1868,D4
716,MAI5081A1869,D4
717,MAI5081A1870,D4
718,MAI5081A1871,D4
719,MAI5081A1872,D4
720,MAI5081A1873,D4
721,MAI5081A1874,D4
722,MAI5081A1875,D4
723,MAI5081A1876,D4
724,MAI5081A1877,D4
725,MAI5081A1878,D4
726,MAI5081A1879,D4
727,MAI5081A1880,D4
728,MAI5081A1881,D4
729,MAI5081A1882,D4
730,MAI5081A1883,D4
731,MAI5081A1884,D4
732,MAI5081A1885,D4
733,MAI5081A1886,D4
734,MAI5081A1887,D4
735,MAI5081A1888,D4
736,MAI5081A1889,D4
737,MAI5081A1890,D4
738,MAI5081A1891,D4
739,MAI5081A1892,D4
740,MAI5081A1893,D4
741,MAI5081A1894,D4
742,MAI5081A1895,D4
743,MAI5081A1896,D4
744,MAI5081A1897,D4
745,MAI5081A1898,D4
746,MAI5081A1899,D4
747,MAI5081A1900,D4
748,MAI5081A1901,D4
749,MAI5081A1902,D4
750,MAI5081A1903,D4
751,MAI5081A1904,D4
752,MAI5081A1905,D4
753,MAI5081A1906,D4
754,MAI5081A1907,D4
755,MAI5081A1908,D4
756,MAI5081A1909,D4
757,MAI5081A1910,D4
758,MAI5081A1911,D4
759,MAI5081A1912,D4
760,MAI5081A1913,D4
761,MAI5081A1914,D4
762,MAI5081A1915,D4
763,MAI5081A1916,D4
764,MAI5081A1917,D4
765,MAI5081A1918,D4
766,MAI5081A1919,D4
767,MAI5081A1920,D4
768,MAI5081A1537,D5
769,MAI5081A1538,D5
770,MAI5081A1539,D5
771,MAI5081A1540,D5
772,MAI5081A1541,D5
773,MAI5081A1542,D5
774,MAI5081A1543,D5
775,MAI5081A1544,D5
776,MAI5081A1545,D5
777,MAI5081A1546,D5
778,MAI5081A1547,D5
779,MAI5081A1548,D5
780,MAI5081A1549,D5
781,MAI5081A1550,D5
782,MAI5081A1551,D5
783,MAI5081A1552,D5
784,MAI5081A1553,D5
785,MAI5081A1554,D5
786,MAI5081A1555,D5
787,MAI5081A1556,D5
788,MAI5081A1557,D5
789,MAI5081A1558,D5
790,MAI5081A1559,D5
791,MAI5081A1560,D5
792,MAI5081A1561,D5
793,MAI5081A1562,D5
794,MAI5081A1563,D5
795,MAI5081A1564,D5
796,MAI5081A1565,D5
797,MAI5081A1566,D5
798,MAI5081A1567,D5
799,MAI5081A1568,D5
800,MAI5081A1569,D5
801,MAI5081A1570,D5
802,MAI5081A1571,D5
803,MAI5081A1572,D5
804,MAI5081A1573,D5
805,MAI5081A1574,D5
806,MAI5081A1575,D5
807,MAI5081A1576,D5
808,MAI5081A1577,D5
809,MAI5081A1578,D5
810,MAI5081A1579,D5
811,MAI5081A1580,D5
812,MAI5081A1581,D5
813,MAI5081A1582,D5
814,MAI5081A1583,D5
815,MAI5081A1584,D5
816,MAI5081A1585,D5
817,MAI5081A1586,D5
818,MAI5081A1587,D5
819,MAI5081A1588,D5
820,MAI5081A1589,D5
821,MAI5081A1590,D5
822,MAI5081A1591,D5
823,MAI5081A1592,D5
824,MAI5081A1593,D5
825,MAI5081A1594,D5
826,MAI5081A1595,D5
827,MAI5081A1596,D5
828,MAI5081A1597,D5
829,MAI5081A1598,D5
830,MAI5081A1599,D5
831,MAI5081A1600,D5
832,MAI5081A1601,D5
833,MAI5081A1602,D5
834,MAI5081A1603,D5
835,MAI5081A1604,D5
836,MAI5081A1605,D5
837,MAI5081A1606,D5
838,MAI5081A1607,D5
839,MAI5081A1608,D5
840,MAI5081A1609,D5
841,MAI5081A1610,D5
842,MAI5081A1611,D5
843,MAI5081A1612,D5
844,MAI5081A1613,D5
845,MAI5081A1614,D5
846,MAI5081A1615,D5
847,MAI5081A1616,D5
848,MAI5081A1617,D5
849,MAI5081A1618,D5
850,MAI5081A1619,D5
851,MAI5081A1620,D5
852,MAI5081A1621,D5
853,MAI5081A1622,D5
854,MAI5081A1623,D5
855,MAI5081A1624,D5
856,MAI5081A1625,D5
857,MAI5081A1626,D5
858,MAI5081A1627,D5
859,MAI5081A1628,D5
860,MAI5081A1629,D5
861,MAI5081A1630,D5
862,MAI5081A1631,D5
863,MAI5081A1632,D5
864,MAI5081A1633,D5
865,MAI5081A1634,D5
866,MAI5081A1635,D5
867,MAI5081A1636,D5
868,MAI5081A1637,D5
869,MAI5081A1638,D5
870,MAI5081A1639,D5
871,MAI5081A1640,D5
872,MAI5081A1641,D5
873,MAI5081A1642,D5
874,MAI5081A1643,D5
875,MAI5081A1644,D5
876,MAI5081A1645,D5
877,MAI5081A1646,D5
878,MAI5081A1647,D5
879,MAI5081A1648,D5
880,MAI5081A1649,D5
881,MAI5081A1650,D5
882,MAI5081A1651,D5
883,MAI5081A1652,D5
884,MAI5081A1653,D5
885,MAI5081A1654,D5
886,MAI5081A1655,D5
887,MAI5081A1656,D5
888,MAI5081A1657,D5
889,MAI5081A1658,D5
890,MAI5081A1659,D5
891,MAI5081A1660,D5
892,MAI5081A1661,D5
893,MAI5081A1662,D5
894,MAI5081A1663,D5
895,MAI5081A1664,D5
896,MAI5081A1665,D5
897,MAI5081A1666,D5
898,MAI5081A1667,D5
899,MAI5081A1668,D5
900,MAI5081A1669,D5
901,MAI5081A1670,D5
902,MAI5081A1671,D5
903,MAI5081A1672,D5
904,MAI5081A1673,D5
905,MAI5081A1674,D5
906,MAI5081A1675,D5
907,MAI5081A1676,D5
908,MAI5081A1677,D5
909,MAI5081A1678,D5
910,MAI5081A1679,D5
911,MAI5081A1680,D5
912,MAI5081A1681,D5
913,MAI5081A1682,D5
914,MAI5081A1683,D5
915,MAI5081A1684,D5
916,MAI5081A1685,D5
917,MAI5081A1686,D5
918,MAI5081A1687,D5
919,MAI5081A1688,D5
920,MAI5081A1689,D5
921,MAI5081A1690,D5
922,MAI5081A1691,D5
923,MAI5081A1692,D5
924,MAI5081A1693,D5
925,MAI5081A1694,D5
926,MAI5081A1695,D5
927,MAI5081A1696,D5
928,MAI5081A1697,D5
929,MAI5081A1698,D5
930,MAI5081A1699,D5
931,MAI5081A1700,D5
932,MAI5081A1701,D5
933,MAI5081A1702,D5
934,MAI5081A1703,D5
935,MAI5081A1704,D5
936,MAI5081A1705,D5
937,MAI5081A1706,D5
938,MAI5081A1707,D5
939,MAI5081A1708,D5
940,MAI5081A1709,D5
941,MAI5081A1710,D5
942,MAI5081A1711,D5
943,MAI5081A1712,D5
944,MAI5081A1713,D5
945,MAI5081A1714,D5
946,MAI5081A1715,D5
947,MAI5081A1716,D5
948,MAI5081A1717,D5
949,MAI5081A1718,D5
950,MAI5081A1719,D5
951,MAI5081A1720,D5
952,MAI5081A1721,D5
953,MAI5081A1722,D5
954,MAI5081A1723,D5
955,MAI5081A1724,D5
956,MAI5081A1725,D5
957,MAI5081A1726,D5
958,MAI5081A1727,D5
959,MAI5081A1728,D5
960,MAI5081A1729,D5
961,MAI5081A1730,D5
962,MAI5081A1731,D5
963,MAI5081A1732,D5
964,MAI5081A1733,D5
965,MAI5081A1734,D5
966,MAI5081A1735,D5
967,MAI5081A1736,D5
968,MAI5081A1737,D5
969,MAI5081A1738,D5
970,MAI5081A1739,D5
971,MAI5081A1740,D5
972,MAI5081A1741,D5
973,MAI5081A1742,D5
974,MAI5081A1743,D5
975,MAI5081A1744,D5
976,MAI5081A1745,D5
977,MAI5081A1746,D5
978,MAI5081A1747,D5
979,MAI5081A1748,D5
980,MAI5081A1749,D5
981,MAI5081A1750,D5
982,MAI5081A1751,D5
983,MAI5081A1752,D5
984,MAI5081A1753,D5
985,MAI5081A1754,D5
986,MAI5081A1755,D5
987,MAI5081A1756,D5
988,MAI5081A1757,D5
989,MAI5081A1758,D5
990,MAI5081A1759,D5
991,MAI5081A1760,D5
992,MAI5081A1761,D5
993,MAI5081A1762,D5
994,MAI5081A1763,D5
995,MAI5081A1764,D5
996,MAI5081A1765,D5
997,MAI5081A1766,D5
